지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
165,목포,1913-08-20,25.5,21.4,30.7
165,목포,1913-08-21,25.5,23,30.5
165,목포,1913-08-22,25.1,21,30.7
165,목포,1913-08-23,24.5,20,29.5
165,목포,1913-08-24,24.9,22.2,28.2
165,목포,1913-08-25,23,21,27
165,목포,1913-08-26,23.8,21,28.7
165,목포,1913-08-27,23.6,20.1,28.8
165,목포,1913-08-28,23.4,20.4,28.4
165,목포,1913-08-29,23.8,20.6,27.9
165,목포,1913-08-30,20.5,17.5,24.5
165,목포,1913-08-31,21.2,17.3,26.9
165,목포,1913-09-01,22.3,18.5,27.9
165,목포,1913-09-02,21.8,17.7,27.9
165,목포,1913-09-03,21.3,16.5,27.5
165,목포,1913-09-04,21.8,18,28.3
165,목포,1913-09-05,22,18.3,27.5
165,목포,1913-09-06,21.4,18,25.9
165,목포,1913-09-07,21.8,18,28.4
165,목포,1913-09-08,23.5,20.2,30.1
165,목포,1913-09-09,23.6,18.2,31
165,목포,1913-09-10,23.5,19.5,29.1
165,목포,1913-09-11,23.1,20.2,28
165,목포,1913-09-12,23.9,20.5,30.9
165,목포,1913-09-13,21.9,20.1,26.3
165,목포,1913-09-14,20.2,16.9,26.9
165,목포,1913-09-15,19.7,15,26
165,목포,1913-09-16,21,17,28
165,목포,1913-09-17,20.8,17.5,24.5
165,목포,1913-09-18,22.6,17,30.1
165,목포,1913-09-19,21.4,18.8,25.8
165,목포,1913-09-20,19.4,17.3,22.2
165,목포,1913-09-21,19.9,15,24.7
165,목포,1913-09-22,20.5,17.1,26.5
165,목포,1913-09-23,18.7,15.4,25.5
165,목포,1913-09-24,19.3,13.7,25.9
165,목포,1913-09-25,19.4,15.7,26
165,목포,1913-09-26,16.1,15,20
165,목포,1913-09-27,18.6,14.7,23.6
165,목포,1913-09-28,20.4,15.1,26
165,목포,1913-09-29,21.9,18.5,27.9
165,목포,1913-09-30,21.3,16.5,28.2
165,목포,1913-10-01,20.6,16.4,26.5
165,목포,1913-10-02,20.2,16.9,25.6
165,목포,1913-10-03,20.9,10.5,27.2
165,목포,1913-10-04,19.6,15.5,25.6
165,목포,1913-10-05,19.4,16.1,25.3
165,목포,1913-10-06,19.5,17,22.9
165,목포,1913-10-07,19.9,15.1,26
165,목포,1913-10-08,19.7,16.2,25.5
165,목포,1913-10-09,17.9,14.8,24.1
165,목포,1913-10-10,17.8,14,23.8
165,목포,1913-10-11,18.7,14.5,25.2
165,목포,1913-10-12,17.9,14,23.7
165,목포,1913-10-13,17.3,14.2,22.8
165,목포,1913-10-14,18.8,13.8,26
165,목포,1913-10-15,15.3,14.5,18.4
165,목포,1913-10-16,14.5,12.4,17
165,목포,1913-10-17,13.1,10,19.5
165,목포,1913-10-18,13.6,9.3,19.3
165,목포,1913-10-19,15.1,11,21.1
165,목포,1913-10-20,17,12.5,22.5
165,목포,1913-10-21,13.5,10.5,18.6
165,목포,1913-10-22,12.6,10.2,17.2
165,목포,1913-10-23,10.9,7.2,15.4
165,목포,1913-10-24,11.7,4.4,19.4
165,목포,1913-10-25,12.5,8.6,18.9
165,목포,1913-10-26,10.5,6.9,16
165,목포,1913-10-27,10.6,6.9,16
165,목포,1913-10-28,12.6,9.8,18.3
165,목포,1913-10-29,13.6,9.4,18.4
165,목포,1913-10-30,12.8,8.6,17.4
165,목포,1913-10-31,11,7.5,16.5
165,목포,1913-11-01,9.6,6.5,15.7
165,목포,1913-11-02,8.9,5.4,14.5
165,목포,1913-11-03,11.2,3.9,18.6
165,목포,1913-11-04,12.5,10,16.3
165,목포,1913-11-05,12.3,6.6,17.2
165,목포,1913-11-06,16.6,12,24.3
165,목포,1913-11-07,9.9,6.8,14
165,목포,1913-11-08,9.8,5.3,15.7
165,목포,1913-11-09,12.3,8.5,17
165,목포,1913-11-10,9.2,5.4,12.9
165,목포,1913-11-11,8.7,3.4,15.5
165,목포,1913-11-12,11.5,6.3,18.8
165,목포,1913-11-13,9.7,4.4,16.3
165,목포,1913-11-14,3.9,.9,8
165,목포,1913-11-15,9.2,2.3,15
165,목포,1913-11-16,9.2,3.5,16
165,목포,1913-11-17,9.5,4.6,16
165,목포,1913-11-18,10.8,6.8,17.7
165,목포,1913-11-19,9.7,5.6,15.2
165,목포,1913-11-20,11.2,7.9,16.9
165,목포,1913-11-21,10.2,7.8,14.1
165,목포,1913-11-22,9.3,5.5,14.1
165,목포,1913-11-23,10.6,6.4,15.9
165,목포,1913-11-24,8.3,5.4,12.4
165,목포,1913-11-25,7.5,3.9,12.4
165,목포,1913-11-26,7.4,5.4,10
165,목포,1913-11-27,7.4,4.9,10.7
165,목포,1913-11-28,3.4,.6,5.9
165,목포,1913-11-29,2,-1.2,5.4
165,목포,1913-11-30,8.6,1.3,16
165,목포,1913-12-01,8.9,5.3,15.8
165,목포,1913-12-02,6.1,3.3,11.4
165,목포,1913-12-03,1.4,-.5,4.4
165,목포,1913-12-04,2,-.8,6.4
165,목포,1913-12-05,4.5,.7,8.2
165,목포,1913-12-06,7.2,5.2,11.9
165,목포,1913-12-07,6.5,2.1,10.5
165,목포,1913-12-08,4.6,.8,10
165,목포,1913-12-09,5.3,1.8,9
165,목포,1913-12-10,9.3,3.8,16.5
165,목포,1913-12-11,7.4,6.3,8.5
165,목포,1913-12-12,8.4,5.9,12
165,목포,1913-12-13,2.4,0,7.6
165,목포,1913-12-14,-1.1,-1.8,2.3
165,목포,1913-12-15,2.1,-1.3,6.1
165,목포,1913-12-16,2.7,.9,5.4
165,목포,1913-12-17,-2,-3.3,1.3
165,목포,1913-12-18,-3.1,-4.9,-2
165,목포,1913-12-19,1.2,-2,5.3
165,목포,1913-12-20,5.2,.4,10.8
165,목포,1913-12-21,4.7,1.2,10
165,목포,1913-12-22,1.9,-.6,5.2
165,목포,1913-12-23,.1,-1.8,2.8
165,목포,1913-12-24,.9,-2.2,3.3
165,목포,1913-12-25,3.9,.8,7.7
165,목포,1913-12-26,4.3,.4,9.9
165,목포,1913-12-27,4.5,.9,9.1
165,목포,1913-12-28,3.7,.9,8
165,목포,1913-12-29,3.9,-.9,11
165,목포,1913-12-30,-1.5,-3.6,4.7
165,목포,1913-12-31,1.7,-1.7,3.9
165,목포,1914-01-01,8.6,3.1,11.3
165,목포,1914-01-02,1.7,-1.9,8.7
165,목포,1914-01-03,-1,-3.2,.5
165,목포,1914-01-04,1.7,-4.9,8.5
165,목포,1914-01-05,7.3,2.6,10.6
165,목포,1914-01-06,5.4,0,11
165,목포,1914-01-07,-5,-6.2,1.2
165,목포,1914-01-08,-1.6,-4.8,.4
165,목포,1914-01-09,4.6,-.3,8.2
165,목포,1914-01-10,6.5,2.2,10.4
165,목포,1914-01-11,3.3,.1,7.8
165,목포,1914-01-12,6.1,-.2,12.6
165,목포,1914-01-13,10.5,3.3,14.9
165,목포,1914-01-14,4.5,2.4,10.4
165,목포,1914-01-15,5.2,1.6,7.9
165,목포,1914-01-16,1.2,-2,4
165,목포,1914-01-17,1.6,-3.5,6.6
165,목포,1914-01-18,3.5,.2,8
165,목포,1914-01-19,2.6,-.3,5.8
165,목포,1914-01-20,1.8,.7,3
165,목포,1914-01-21,.2,-2.3,3.9
165,목포,1914-01-22,.2,-3.9,4.7
165,목포,1914-01-23,2.1,-1.5,7.1
165,목포,1914-01-24,3.1,-.9,6.3
165,목포,1914-01-25,-.6,-1.7,2.9
165,목포,1914-01-26,.6,-2.5,2.2
165,목포,1914-01-27,.5,-2,3.4
165,목포,1914-01-28,0,-3.3,4.7
165,목포,1914-01-29,2,-1.3,6.8
165,목포,1914-01-30,.6,-1.5,4.1
165,목포,1914-01-31,1.4,-1.5,5.3
165,목포,1914-02-01,1,-1.4,4.5
165,목포,1914-02-02,.1,-1.5,1.6
165,목포,1914-02-03,-1,-5.3,4.3
165,목포,1914-02-04,1.6,-4.9,7.9
165,목포,1914-02-05,3.5,1.1,5.4
165,목포,1914-02-06,.7,-2.2,2
165,목포,1914-02-07,-.2,-3.7,4.6
165,목포,1914-02-08,.7,-.9,2.3
165,목포,1914-02-09,-.4,-1.8,.5
165,목포,1914-02-10,0,-2.6,1.2
165,목포,1914-02-11,1.2,-2.6,4.5
165,목포,1914-02-12,1,-2,4
165,목포,1914-02-13,2.6,-2.5,8.2
165,목포,1914-02-14,5.9,-.4,13.7
165,목포,1914-02-15,6.4,3.4,10
165,목포,1914-02-16,9,3.7,16.7
165,목포,1914-02-17,9.7,4.3,12.9
165,목포,1914-02-18,6.1,3.3,10.3
165,목포,1914-02-19,5.8,3.4,9
165,목포,1914-02-20,5.5,4.5,6.4
165,목포,1914-02-21,7,4.8,10.1
165,목포,1914-02-22,4.7,1,6.6
165,목포,1914-02-23,3.3,.6,5.2
165,목포,1914-02-24,4.3,2,7.4
165,목포,1914-02-25,4.5,2.5,7.5
165,목포,1914-02-26,3.8,1.5,6.1
165,목포,1914-02-27,1.3,-.8,3.7
165,목포,1914-02-28,3.5,-1.9,10
165,목포,1914-03-01,7.3,.5,14.7
165,목포,1914-03-02,8,4.8,11.7
165,목포,1914-03-03,7.6,3.8,12.8
165,목포,1914-03-04,8.5,2.9,15.1
165,목포,1914-03-05,12.7,8.1,15.9
165,목포,1914-03-06,13.2,7.2,17.7
165,목포,1914-03-07,8.4,4.9,13.3
165,목포,1914-03-08,3.4,1.4,6
165,목포,1914-03-09,3.7,.9,7.1
165,목포,1914-03-10,7.1,4,11.6
165,목포,1914-03-11,7.2,4.6,11.2
165,목포,1914-03-12,9.1,4.5,15.4
165,목포,1914-03-13,4.4,1.2,8.4
165,목포,1914-03-14,1.8,-.4,4.9
165,목포,1914-03-15,1.3,-.8,5.9
165,목포,1914-03-16,4.3,-.4,8.6
165,목포,1914-03-17,6.2,3.1,9.5
165,목포,1914-03-18,8.1,4.4,12.5
165,목포,1914-03-19,8.1,1.4,16.3
165,목포,1914-03-20,9.6,3.7,15.9
165,목포,1914-03-21,10.8,5.3,17.4
165,목포,1914-03-22,13.8,8,19.5
165,목포,1914-03-23,12.7,9.8,15.7
165,목포,1914-03-24,7.6,5.7,9.8
165,목포,1914-03-25,4.1,1.6,7.6
165,목포,1914-03-26,2.8,-.4,7
165,목포,1914-03-27,5.9,.8,9.5
165,목포,1914-03-28,7.8,3.1,12.9
165,목포,1914-03-29,10.4,5.2,16.5
165,목포,1914-03-30,9,4.4,13.2
165,목포,1914-03-31,9.2,2.7,14.9
165,목포,1914-04-01,11.5,10.1,14.4
165,목포,1914-04-02,7.9,7.3,10.5
165,목포,1914-04-03,6.5,4.3,8.4
165,목포,1914-04-04,4,2.5,5.1
165,목포,1914-04-05,5.1,2.8,8.1
165,목포,1914-04-06,4.9,1.5,7.9
165,목포,1914-04-07,8.4,2.9,14.6
165,목포,1914-04-08,7,5.2,10.7
165,목포,1914-04-09,8,4.3,13.2
165,목포,1914-04-10,9.5,5.5,15.4
165,목포,1914-04-11,12.8,5.2,20.3
165,목포,1914-04-12,10.3,8.9,12.6
165,목포,1914-04-13,11.1,8.3,14.2
165,목포,1914-04-14,10.7,8.4,14.4
165,목포,1914-04-15,10.7,7,17.4
165,목포,1914-04-16,8.5,6.6,10.8
165,목포,1914-04-17,10.1,5.7,15.2
165,목포,1914-04-18,11.7,7.2,16.7
165,목포,1914-04-19,13.4,10,16
165,목포,1914-04-20,15.1,12.4,19.6
165,목포,1914-04-21,15.2,11,21.2
165,목포,1914-04-22,14.9,10.2,21.5
165,목포,1914-04-23,14.3,11.9,18.3
165,목포,1914-04-24,10.7,9,14.1
165,목포,1914-04-25,13.3,8.8,19.6
165,목포,1914-04-26,16.9,11,23.4
165,목포,1914-04-27,15.6,12.1,20.7
165,목포,1914-04-28,15,11.6,21.5
165,목포,1914-04-29,14.1,10.8,18.9
165,목포,1914-04-30,14.8,12.2,19.6
165,목포,1914-05-01,12.2,11.3,13.7
165,목포,1914-05-02,11.8,9.1,15.4
165,목포,1914-05-03,12.6,7.9,18.6
165,목포,1914-05-04,14.9,10,21.1
165,목포,1914-05-05,14.8,11.6,19.4
165,목포,1914-05-06,14.2,10.3,19.7
165,목포,1914-05-07,15.6,12.4,19.4
165,목포,1914-05-08,16.1,11.9,20.7
165,목포,1914-05-09,16.2,14,20.3
165,목포,1914-05-10,18.1,12.5,24.7
165,목포,1914-05-11,16.7,14.7,22.1
165,목포,1914-05-12,17.4,13.5,22
165,목포,1914-05-13,16.4,15.4,18
165,목포,1914-05-14,16.6,15,19.4
165,목포,1914-05-15,16.4,14.2,19.6
165,목포,1914-05-16,16.7,13.9,22
165,목포,1914-05-17,18.3,12.9,25.2
165,목포,1914-05-18,19.6,15.2,23.6
165,목포,1914-05-19,18.6,16.2,21.1
165,목포,1914-05-20,16.7,15.2,19.6
165,목포,1914-05-21,17.5,14.6,22.8
165,목포,1914-05-22,19.1,12.7,26.3
165,목포,1914-05-23,16.6,15.1,20.2
165,목포,1914-05-24,17,12.5,23.4
165,목포,1914-05-25,19.1,12.7,26
165,목포,1914-05-26,19.8,14.4,25.3
165,목포,1914-05-27,19.1,18.3,20.6
165,목포,1914-05-28,16.7,15.4,18.4
165,목포,1914-05-29,17.5,16,20.2
165,목포,1914-05-30,17.7,15.2,21.9
165,목포,1914-05-31,18.5,14.1,25.8
165,목포,1914-06-01,18.5,15.7,21.6
165,목포,1914-06-02,18.3,17.1,20.1
165,목포,1914-06-03,16.8,15.6,19.7
165,목포,1914-06-04,18.2,14.6,23.3
165,목포,1914-06-05,19.7,16.7,24.3
165,목포,1914-06-06,19.3,16.1,26.6
165,목포,1914-06-07,20.9,16.7,24.4
165,목포,1914-06-08,19.8,17.1,24
165,목포,1914-06-09,18.5,15.5,23
165,목포,1914-06-10,19.1,16.2,23.7
165,목포,1914-06-11,19.2,14.8,24
165,목포,1914-06-12,20.4,17.4,24.8
165,목포,1914-06-13,19.9,16.1,25.4
165,목포,1914-06-14,20.5,15.3,26.1
165,목포,1914-06-15,20.3,19.6,22
165,목포,1914-06-16,19.5,18.6,21.1
165,목포,1914-06-17,20,17.9,24.2
165,목포,1914-06-18,20.8,17.2,26
165,목포,1914-06-19,20,18.4,22.6
165,목포,1914-06-20,22.1,18.4,28.1
165,목포,1914-06-21,20.7,19,24.4
165,목포,1914-06-22,20.7,19.6,22.4
165,목포,1914-06-23,22.2,20.5,24.3
165,목포,1914-06-24,21.3,20.2,23.8
165,목포,1914-06-25,22.2,21,23.6
165,목포,1914-06-26,24.2,21.2,29.2
165,목포,1914-06-27,24.3,21.6,27.9
165,목포,1914-06-28,24,22.3,26.5
165,목포,1914-06-29,25.4,22.3,29.4
165,목포,1914-06-30,25.9,23.7,30
165,목포,1914-07-01,26.3,23.5,30.9
165,목포,1914-07-02,26.5,24,30.2
165,목포,1914-07-03,26.4,24.2,29.6
165,목포,1914-07-04,24.3,22.5,25.8
165,목포,1914-07-05,25.1,22.5,28.6
165,목포,1914-07-06,23.7,21.4,25.8
165,목포,1914-07-07,24,21.5,28.1
165,목포,1914-07-08,25.5,22.6,29.9
165,목포,1914-07-09,27,24,30.4
165,목포,1914-07-10,24.8,21.4,26.9
165,목포,1914-07-11,23,22.4,25.4
165,목포,1914-07-12,25.4,22.3,29.1
165,목포,1914-07-13,27,24.7,31.9
165,목포,1914-07-14,27.3,24,31.9
165,목포,1914-07-15,27,24,31.8
165,목포,1914-07-16,27,23.5,31.6
165,목포,1914-07-17,26.6,23.8,30.7
165,목포,1914-07-18,26.8,20.7,30.9
165,목포,1914-07-19,26.3,23.4,31.7
165,목포,1914-07-20,27.8,23.5,33.2
165,목포,1914-07-21,28.1,24.8,32.8
165,목포,1914-07-22,28.5,25.3,32.5
165,목포,1914-07-23,27.9,25.1,32.1
165,목포,1914-07-24,28.2,24.2,33.6
165,목포,1914-07-25,29.1,25.3,34.5
165,목포,1914-07-26,29.6,26.2,33.6
165,목포,1914-07-27,26.2,24.5,28.4
165,목포,1914-07-28,24.3,23,26.5
165,목포,1914-07-29,26,24,30.2
165,목포,1914-07-30,26.1,24.1,28.6
165,목포,1914-07-31,25.6,24.6,27.6
165,목포,1914-08-01,26,24.3,29.6
165,목포,1914-08-02,27,24.5,30.1
165,목포,1914-08-03,25.4,23.6,27.3
165,목포,1914-08-04,25,22.5,28.8
165,목포,1914-08-05,24.9,22.8,28.3
165,목포,1914-08-06,24.9,20.9,26.8
165,목포,1914-08-07,26.1,24.1,28.6
165,목포,1914-08-08,26.1,24.2,29.2
165,목포,1914-08-09,26.7,24.6,30.1
165,목포,1914-08-10,26.7,24.1,30.9
165,목포,1914-08-11,27.1,23.7,32.4
165,목포,1914-08-12,27.4,24.4,32
165,목포,1914-08-13,27.4,24.7,31.9
165,목포,1914-08-14,27.1,23.8,31.5
165,목포,1914-08-15,27.1,24.7,31.8
165,목포,1914-08-16,26.3,23.2,30.5
165,목포,1914-08-17,27.3,23.9,32.4
165,목포,1914-08-18,27.4,23.9,32.1
165,목포,1914-08-19,27.2,24.6,31.2
165,목포,1914-08-20,27.7,24.6,32.2
165,목포,1914-08-21,27.6,24.1,32.9
165,목포,1914-08-22,29,23.6,34.7
165,목포,1914-08-23,29.1,25.9,33.9
165,목포,1914-08-24,27.9,24.7,32.9
165,목포,1914-08-25,25.8,23.6,28.9
165,목포,1914-08-26,25.1,20.6,30.7
165,목포,1914-08-27,22.8,21.2,26.6
165,목포,1914-08-28,25.9,22.1,31.7
165,목포,1914-08-29,25.4,22.7,29.7
165,목포,1914-08-30,25.4,23.1,30.3
165,목포,1914-08-31,25.4,21.3,29.9
165,목포,1914-09-01,25.7,24,29.5
165,목포,1914-09-02,26.8,24,31.6
165,목포,1914-09-03,26.1,22.7,31
165,목포,1914-09-04,26.4,22.7,31.6
165,목포,1914-09-05,26.3,22.7,31.9
165,목포,1914-09-06,26.9,23.1,31.9
165,목포,1914-09-07,26.5,23.7,31.3
165,목포,1914-09-08,27.2,23.5,31.3
165,목포,1914-09-09,28,24.7,32.6
165,목포,1914-09-10,26.8,25.3,28.9
165,목포,1914-09-11,25.3,23.8,26.3
165,목포,1914-09-12,21.8,19.6,24.7
165,목포,1914-09-13,20.6,16.7,25.2
165,목포,1914-09-14,21.2,17.5,26
165,목포,1914-09-15,21.8,17.3,27.8
165,목포,1914-09-16,22.5,18.7,27.1
165,목포,1914-09-17,22.3,18.6,27.5
165,목포,1914-09-18,22.5,17.7,28.3
165,목포,1914-09-19,23.9,20.7,28.4
165,목포,1914-09-20,17.6,14.4,22.1
165,목포,1914-09-21,18.4,16.9,20.7
165,목포,1914-09-22,19.1,17.1,21.9
165,목포,1914-09-23,18.8,16.9,21.6
165,목포,1914-09-24,15.7,13.6,17.6
165,목포,1914-09-25,18.4,15.3,22.7
165,목포,1914-09-26,18.3,14.8,23.1
165,목포,1914-09-27,19.9,16.6,24.9
165,목포,1914-09-28,19,16.8,22
165,목포,1914-09-29,18.1,15.4,21.2
165,목포,1914-09-30,19.3,14.2,24.8
165,목포,1914-10-01,18.6,15,24.1
165,목포,1914-10-02,18.5,14.7,23.5
165,목포,1914-10-03,18.3,14.6,24.9
165,목포,1914-10-04,17.9,14,21.4
165,목포,1914-10-05,18,15.5,22.5
165,목포,1914-10-06,19.7,14.5,26.4
165,목포,1914-10-07,20.3,17.2,23.8
165,목포,1914-10-08,19,15,22.4
165,목포,1914-10-09,16.9,13.1,22
165,목포,1914-10-10,15.3,12.3,20.9
165,목포,1914-10-11,16.4,11.4,21.2
165,목포,1914-10-12,17.1,11.8,23.1
165,목포,1914-10-13,16.4,12.4,22.9
165,목포,1914-10-14,16.2,11.9,23
165,목포,1914-10-15,17.4,12.8,22.1
165,목포,1914-10-16,17.8,16.7,19.9
165,목포,1914-10-17,18,16.3,20.7
165,목포,1914-10-18,20.1,17,24.2
165,목포,1914-10-19,18.6,16.5,20.6
165,목포,1914-10-20,13.5,11.3,17.7
165,목포,1914-10-21,10.5,7.8,14.2
165,목포,1914-10-22,12.5,8.2,17.4
165,목포,1914-10-23,14.1,9.3,19.4
165,목포,1914-10-24,14.5,11.9,16.7
165,목포,1914-10-25,15.8,13.2,19.2
165,목포,1914-10-26,14.6,12.5,17.7
165,목포,1914-10-27,16.5,11.6,21.5
165,목포,1914-10-28,17.8,15.6,20.2
165,목포,1914-10-29,16,14.9,18.3
165,목포,1914-10-30,17.4,14.2,22
165,목포,1914-10-31,16.6,13.5,21.3
165,목포,1914-11-01,16.4,12.4,22.2
165,목포,1914-11-02,17.5,12.1,23.3
165,목포,1914-11-03,19.7,17.3,24.3
165,목포,1914-11-04,13.1,11.1,17.9
165,목포,1914-11-05,10.2,8.2,13.2
165,목포,1914-11-06,12,7.8,16.9
165,목포,1914-11-07,6.6,2.9,9.8
165,목포,1914-11-08,10.1,1.9,16.3
165,목포,1914-11-09,12.4,9.2,16.9
165,목포,1914-11-10,9,5.8,13.8
165,목포,1914-11-11,12.4,5.9,19.1
165,목포,1914-11-12,15.3,10,21.5
165,목포,1914-11-13,16.2,10.1,21.2
165,목포,1914-11-14,15.6,13.1,18.3
165,목포,1914-11-15,11.6,9,14.9
165,목포,1914-11-16,10.4,7,14.2
165,목포,1914-11-17,9.4,6.3,14.1
165,목포,1914-11-18,9.5,4.4,15.1
165,목포,1914-11-19,11.5,7.6,16.9
165,목포,1914-11-20,6.2,4.3,11
165,목포,1914-11-21,4.8,1,8.6
165,목포,1914-11-22,5.5,2.6,9.3
165,목포,1914-11-23,9.2,3,13.3
165,목포,1914-11-24,7.6,5.6,11.2
165,목포,1914-11-25,9.7,4.3,15
165,목포,1914-11-26,10.3,6.1,16
165,목포,1914-11-27,3.9,2.2,6.1
165,목포,1914-11-28,3.1,.2,6.8
165,목포,1914-11-29,7,-1.4,11.7
165,목포,1914-11-30,12.3,7.8,17.3
165,목포,1914-12-01,12.5,6.7,18.8
165,목포,1914-12-02,7.5,4.9,13.7
165,목포,1914-12-03,4.7,3.4,6.5
165,목포,1914-12-04,5.3,2.7,8.4
165,목포,1914-12-05,5.6,.9,9.6
165,목포,1914-12-06,5.8,2.7,9.3
165,목포,1914-12-07,3.1,1.4,4.8
165,목포,1914-12-08,3,-2.6,6
165,목포,1914-12-09,4.2,.8,7
165,목포,1914-12-10,3.6,.3,6.5
165,목포,1914-12-11,5.1,2.6,7.3
165,목포,1914-12-12,2.1,0,4.9
165,목포,1914-12-13,3,.4,4.3
165,목포,1914-12-14,8.3,3.1,11.3
165,목포,1914-12-15,7.5,5,9.2
165,목포,1914-12-16,6,3,9.2
165,목포,1914-12-17,7.3,2.7,15.3
165,목포,1914-12-18,.3,-2,5.7
165,목포,1914-12-19,3.9,-1,9.1
165,목포,1914-12-20,6.7,1.2,12.3
165,목포,1914-12-21,7.3,3.9,12.3
165,목포,1914-12-22,3.7,1.6,4.9
165,목포,1914-12-23,.6,-1.1,1.8
165,목포,1914-12-24,2.8,0,5.6
165,목포,1914-12-25,4.3,1.8,7.5
165,목포,1914-12-26,.9,-1.1,5.1
165,목포,1914-12-27,2.2,-.5,4.7
165,목포,1914-12-28,2.2,-1.3,6.3
165,목포,1914-12-29,1.8,-3.3,6.1
165,목포,1914-12-30,9,.9,14.8
165,목포,1914-12-31,.2,-2.9,5.8
165,목포,1915-01-01,-.8,-4.6,2.5
165,목포,1915-01-02,1.1,-2,3.5
165,목포,1915-01-03,.8,-3.8,3.8
165,목포,1915-01-04,.1,-5.1,4.3
165,목포,1915-01-05,2.2,-1,7.1
165,목포,1915-01-06,1.9,-.9,5.5
165,목포,1915-01-07,4,1,6.6
165,목포,1915-01-08,2.6,.7,4.8
165,목포,1915-01-09,1.9,-2.3,5.9
165,목포,1915-01-10,3.8,1,5.7
165,목포,1915-01-11,4.1,1.5,7.5
165,목포,1915-01-12,-4,-10.8,3.8
165,목포,1915-01-13,-11.6,-14.2,-8
165,목포,1915-01-14,-8.9,-13.1,-5.6
165,목포,1915-01-15,-5.6,-9.6,-2.7
165,목포,1915-01-16,.7,-3.7,3.8
165,목포,1915-01-17,1.3,-2.2,5.4
165,목포,1915-01-18,4.4,-1.4,9.2
165,목포,1915-01-19,4.2,.8,7.2
165,목포,1915-01-20,3.2,.2,8.1
165,목포,1915-01-21,4.3,0,8.8
165,목포,1915-01-22,2.1,-.5,6.1
165,목포,1915-01-23,-.8,-3.4,2
165,목포,1915-01-24,.3,-3.9,4
165,목포,1915-01-25,4.8,.4,10.3
165,목포,1915-01-26,8.7,2.9,14.3
165,목포,1915-01-27,10.5,4.3,14
165,목포,1915-01-28,.8,-1.5,4.3
165,목포,1915-01-29,-3.9,-5.2,-1.4
165,목포,1915-01-30,-2.1,-5.2,1.6
165,목포,1915-01-31,2.4,-2.4,6.7
165,목포,1915-02-01,4.5,1.4,9.9
165,목포,1915-02-02,5.4,1.4,12.1
165,목포,1915-02-03,4.7,2.7,7.7
165,목포,1915-02-04,-.7,-4.1,2.9
165,목포,1915-02-05,-5.3,-6,-3.8
165,목포,1915-02-06,-3.7,-6.5,-.3
165,목포,1915-02-07,-3.2,-4.5,-2.2
165,목포,1915-02-08,-.1,-2.7,3.8
165,목포,1915-02-09,.6,-2.3,3.5
165,목포,1915-02-10,-.4,-3.9,3.3
165,목포,1915-02-11,.7,-.8,3.1
165,목포,1915-02-12,.2,-2,4.3
165,목포,1915-02-13,2.9,-2,7.8
165,목포,1915-02-14,-.2,-3.5,3.8
165,목포,1915-02-15,1.1,-5.2,7.6
165,목포,1915-02-16,-.2,-2.5,2.7
165,목포,1915-02-17,1.4,-2.1,6.3
165,목포,1915-02-18,1.9,-.9,5.7
165,목포,1915-02-19,3.8,.6,7.9
165,목포,1915-02-20,5.7,0,11.6
165,목포,1915-02-21,4.4,.3,10.4
165,목포,1915-02-22,9.1,2.2,14.6
165,목포,1915-02-23,6.7,2.7,10.3
165,목포,1915-02-24,1.8,-1,6.4
165,목포,1915-02-25,5.8,-.3,8.5
165,목포,1915-02-26,7.2,5.1,8.4
165,목포,1915-02-27,1,-5.2,5.8
165,목포,1915-02-28,-4.7,-7.3,-2.7
165,목포,1915-03-01,4.4,-3.1,9.6
165,목포,1915-03-02,4.3,2.2,8
165,목포,1915-03-03,8.7,1.5,13.6
165,목포,1915-03-04,11.4,8.6,14.7
165,목포,1915-03-05,4.8,.1,8.6
165,목포,1915-03-06,5.5,-.5,9.7
165,목포,1915-03-07,7,4.8,9.3
165,목포,1915-03-08,.8,-2.2,5
165,목포,1915-03-09,.9,-2.8,6.4
165,목포,1915-03-10,4.7,1,10.6
165,목포,1915-03-11,.3,-2.2,3.2
165,목포,1915-03-12,-1.7,-3.8,.3
165,목포,1915-03-13,-2.1,-4.3,.2
165,목포,1915-03-14,-.7,-2.8,2.2
165,목포,1915-03-15,.2,-2.7,3.8
165,목포,1915-03-16,1.2,-2.6,4.3
165,목포,1915-03-17,1.5,0,3.8
165,목포,1915-03-18,5.3,-1.1,9.8
165,목포,1915-03-19,3.6,1.2,8
165,목포,1915-03-20,3.4,1.2,6.8
165,목포,1915-03-21,8.1,.8,14
165,목포,1915-03-22,8.5,3.4,16.9
165,목포,1915-03-23,3.8,1.5,7.4
165,목포,1915-03-24,5.8,1.4,10.6
165,목포,1915-03-25,4.4,.8,7.7
165,목포,1915-03-26,1.6,.4,4.3
165,목포,1915-03-27,1.5,-.7,4.7
165,목포,1915-03-28,4.4,-1,7.5
165,목포,1915-03-29,3.1,1.1,5.4
165,목포,1915-03-30,3.5,-.3,7.4
165,목포,1915-03-31,6.1,2.2,11.5
165,목포,1915-04-01,6.9,1.3,12.1
165,목포,1915-04-02,10.3,5.2,12.2
165,목포,1915-04-03,9.2,6.4,11.9
165,목포,1915-04-04,8.5,5.9,12.9
165,목포,1915-04-05,10.2,5.4,15.3
165,목포,1915-04-06,6.2,4.2,9.5
165,목포,1915-04-07,5,2,8.4
