ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC)
105,°­¸ª,1921-02-25,4.3,-1.8,11.5
105,°­¸ª,1921-02-26,9.6,1,16.3
105,°­¸ª,1921-02-27,6.9,-.2,13.8
105,°­¸ª,1921-02-28,4.7,-.2,7.8
105,°­¸ª,1921-03-01,3.9,2,5.5
105,°­¸ª,1921-03-02,1.2,.1,4.2
105,°­¸ª,1921-03-03,1.1,-1.2,6.3
105,°­¸ª,1921-03-04,-.6,-4.9,4.6
105,°­¸ª,1921-03-05,3.6,-1.3,8.9
105,°­¸ª,1921-03-06,6.1,1.2,11.3
105,°­¸ª,1921-03-07,3.9,-3.2,10.5
105,°­¸ª,1921-03-08,7.8,2.4,13.1
105,°­¸ª,1921-03-09,8.3,4.6,13.8
105,°­¸ª,1921-03-10,9,2.9,12.9
105,°­¸ª,1921-03-11,10.6,7,15
105,°­¸ª,1921-03-12,6,2.2,11.6
105,°­¸ª,1921-03-13,.3,-2.2,5
105,°­¸ª,1921-03-14,-1.8,-4.5,2.1
105,°­¸ª,1921-03-15,-.8,-5.8,4
105,°­¸ª,1921-03-16,2.4,-1.6,6.8
105,°­¸ª,1921-03-17,6.1,.8,10.8
105,°­¸ª,1921-03-18,5,1.9,8.1
105,°­¸ª,1921-03-19,5.3,1.5,10
105,°­¸ª,1921-03-20,7.2,3.9,11.2
105,°­¸ª,1921-03-21,5.2,1.2,10.9
105,°­¸ª,1921-03-22,3.8,-2.1,9.8
105,°­¸ª,1921-03-23,1.4,-2.1,7.5
105,°­¸ª,1921-03-24,3.6,-.6,6.8
105,°­¸ª,1921-03-25,2.3,.2,4.4
105,°­¸ª,1921-03-26,3.3,-.2,7.7
105,°­¸ª,1921-03-27,4.6,.3,10.4
105,°­¸ª,1921-03-28,2.4,-.6,6.1
105,°­¸ª,1921-03-29,7.2,-2,13.7
105,°­¸ª,1921-03-30,10.1,4.5,16.4
105,°­¸ª,1921-03-31,12.1,6.3,19
105,°­¸ª,1921-04-01,16.4,9.9,23.2
105,°­¸ª,1921-04-02,12.8,10.8,15.9
105,°­¸ª,1921-04-03,5.8,3.1,11.9
105,°­¸ª,1921-04-04,10,.4,16.5
105,°­¸ª,1921-04-05,7.2,3.9,13.1
105,°­¸ª,1921-04-06,8.1,2.4,13.5
105,°­¸ª,1921-04-07,4.9,.3,9.2
105,°­¸ª,1921-04-08,5.3,-1.1,9.9
105,°­¸ª,1921-04-09,9.2,3.4,14.3
105,°­¸ª,1921-04-10,11,7.1,18
105,°­¸ª,1921-04-11,9.8,6.8,13.8
105,°­¸ª,1921-04-12,10.4,5.9,17.5
105,°­¸ª,1921-04-13,13.8,4.6,21.4
105,°­¸ª,1921-04-14,15.9,12,19.7
105,°­¸ª,1921-04-15,13.1,9.6,20
105,°­¸ª,1921-04-16,12.4,9.2,16.9
105,°­¸ª,1921-04-17,11.7,8.1,17.9
105,°­¸ª,1921-04-18,9,4.4,16.4
105,°­¸ª,1921-04-19,9.9,2.2,19.5
105,°­¸ª,1921-04-20,14.1,3.1,23.5
105,°­¸ª,1921-04-21,12.6,10.1,16
105,°­¸ª,1921-04-22,11.1,7.1,15.9
105,°­¸ª,1921-04-23,13.3,5.5,22.6
105,°­¸ª,1921-04-24,9.5,8.1,12.5
105,°­¸ª,1921-04-25,13.3,7.9,20
105,°­¸ª,1921-04-26,11.3,9.9,13.9
105,°­¸ª,1921-04-27,8.4,6.7,10.7
105,°­¸ª,1921-04-28,9.7,5.1,18
105,°­¸ª,1921-04-29,12.7,4.3,21
105,°­¸ª,1921-04-30,13.3,7.3,20.9
105,°­¸ª,1921-05-01,13.4,8.6,17.2
105,°­¸ª,1921-05-02,12.3,10.2,15.4
105,°­¸ª,1921-05-03,14,7.6,21.3
105,°­¸ª,1921-05-04,16.2,10.1,25.9
105,°­¸ª,1921-05-05,11.4,10.2,12.9
105,°­¸ª,1921-05-06,10.7,8.1,14.3
105,°­¸ª,1921-05-07,9.8,3.9,16.1
105,°­¸ª,1921-05-08,19.4,6.7,26.4
105,°­¸ª,1921-05-09,13.9,10.6,19.8
105,°­¸ª,1921-05-10,15,9.6,23
105,°­¸ª,1921-05-11,13.7,9.6,19.5
105,°­¸ª,1921-05-12,11.2,9.1,16.5
105,°­¸ª,1921-05-13,17.1,7.4,25
105,°­¸ª,1921-05-14,14.1,9.6,21
105,°­¸ª,1921-05-15,14.6,7.4,22
105,°­¸ª,1921-05-16,14.4,9.1,20.5
105,°­¸ª,1921-05-17,12,9.1,14.5
105,°­¸ª,1921-05-18,13.4,11.7,17
105,°­¸ª,1921-05-19,13.8,10.5,18.1
105,°­¸ª,1921-05-20,18.9,9.1,25.5
105,°­¸ª,1921-05-21,13.6,11.1,18.1
105,°­¸ª,1921-05-22,12.8,11.7,14.5
105,°­¸ª,1921-05-23,12.4,10.5,14.7
105,°­¸ª,1921-05-24,14.9,7.5,22.7
105,°­¸ª,1921-05-25,17.2,11,23.8
105,°­¸ª,1921-05-26,19.4,16.2,25.5
105,°­¸ª,1921-05-27,19.6,14,26.1
105,°­¸ª,1921-05-28,19,15,27.8
105,°­¸ª,1921-05-29,19,13.3,26.3
105,°­¸ª,1921-05-30,14.1,12.4,16.3
105,°­¸ª,1921-05-31,13.2,11.9,15
105,°­¸ª,1921-06-01,11.7,9.6,12.5
105,°­¸ª,1921-06-02,11.4,8.4,15
105,°­¸ª,1921-06-03,12,6,18.5
105,°­¸ª,1921-06-04,15.2,9.9,19.8
105,°­¸ª,1921-06-05,15.3,11.3,20.8
105,°­¸ª,1921-06-06,13.9,7.9,21
105,°­¸ª,1921-06-07,14.8,6.5,23
105,°­¸ª,1921-06-08,18.4,11,26.3
105,°­¸ª,1921-06-09,17.1,15.3,20
105,°­¸ª,1921-06-10,15.8,14.3,18.3
105,°­¸ª,1921-06-11,16,14,18.4
105,°­¸ª,1921-06-12,22.2,12.8,28.6
105,°­¸ª,1921-06-13,24.7,20,31.5
105,°­¸ª,1921-06-14,24.9,19.8,29.8
105,°­¸ª,1921-06-15,24.1,19,27.8
105,°­¸ª,1921-06-16,23.1,19,31.4
105,°­¸ª,1921-06-17,17.2,16.2,20.8
105,°­¸ª,1921-06-18,17.4,15.3,19.8
105,°­¸ª,1921-06-19,16.6,14.3,20
105,°­¸ª,1921-06-20,15.8,11.6,20.9
105,°­¸ª,1921-06-21,16.6,12.6,21.5
105,°­¸ª,1921-06-22,19.5,12.1,26.7
105,°­¸ª,1921-06-23,20.9,16.9,25.3
105,°­¸ª,1921-06-24,17.8,15.4,21.3
105,°­¸ª,1921-06-25,18,16.6,19.8
105,°­¸ª,1921-06-26,18.7,16.6,21.3
105,°­¸ª,1921-06-27,18.9,17,21.9
105,°­¸ª,1921-06-28,17.8,16.3,20.2
105,°­¸ª,1921-06-29,18,15.5,21.8
105,°­¸ª,1921-06-30,17.7,15.8,20
105,°­¸ª,1921-07-01,19.2,15.8,24.2
105,°­¸ª,1921-07-02,24.2,18.5,29.5
105,°­¸ª,1921-07-03,24.8,21,29.7
105,°­¸ª,1921-07-04,26.4,20.8,31.8
105,°­¸ª,1921-07-05,25.1,22.5,27.9
105,°­¸ª,1921-07-06,19.9,18.3,25.1
105,°­¸ª,1921-07-07,19.6,17.8,22
105,°­¸ª,1921-07-08,20.2,17.6,22.9
105,°­¸ª,1921-07-09,19.6,17.5,21.5
105,°­¸ª,1921-07-10,19.7,17.9,21.7
105,°­¸ª,1921-07-11,19.8,17.8,22.2
105,°­¸ª,1921-07-12,21.4,18.3,24.9
105,°­¸ª,1921-07-13,21.6,19.4,26
105,°­¸ª,1921-07-14,22.6,19,26.4
105,°­¸ª,1921-07-15,27.2,21.7,33
105,°­¸ª,1921-07-16,25.3,23,29.3
105,°­¸ª,1921-07-17,28.2,23.4,32.5
105,°­¸ª,1921-07-18,26.8,24.3,30.8
105,°­¸ª,1921-07-19,26.5,22.3,32.4
105,°­¸ª,1921-07-20,26,23.2,28.9
105,°­¸ª,1921-07-21,25.2,23,30
105,°­¸ª,1921-07-22,23.7,21,27.4
105,°­¸ª,1921-07-23,22.9,19.7,28
105,°­¸ª,1921-07-24,21.9,17.8,27.5
105,°­¸ª,1921-07-25,22.6,18.7,26.5
105,°­¸ª,1921-07-26,24.3,20.1,29.3
105,°­¸ª,1921-07-27,23.6,21.1,28.4
105,°­¸ª,1921-07-28,23.8,20.3,27.8
105,°­¸ª,1921-07-29,23.1,21,25.3
105,°­¸ª,1921-07-30,23.1,21.3,25.7
105,°­¸ª,1921-07-31,22.6,20.3,26
105,°­¸ª,1921-08-01,22.3,19.8,25.1
105,°­¸ª,1921-08-02,21.8,18.4,26.5
105,°­¸ª,1921-08-03,22.9,18.4,27.7
105,°­¸ª,1921-08-04,23.1,19,26.5
105,°­¸ª,1921-08-05,24.2,20.2,30.4
105,°­¸ª,1921-08-06,27.5,23.8,32.7
105,°­¸ª,1921-08-07,28.5,22.9,32.8
105,°­¸ª,1921-08-08,28.8,24.8,33.5
105,°­¸ª,1921-08-09,28,23.5,35.8
105,°­¸ª,1921-08-10,29.6,24.2,36
105,°­¸ª,1921-08-11,28,24.3,34.6
105,°­¸ª,1921-08-12,27.6,23.2,33.5
105,°­¸ª,1921-08-13,27.4,23.9,34
105,°­¸ª,1921-08-14,27.8,24.7,33.3
105,°­¸ª,1921-08-15,25.8,22,31.3
105,°­¸ª,1921-08-16,25.6,22.3,30.5
105,°­¸ª,1921-08-17,24.7,22,28.7
105,°­¸ª,1921-08-18,24.8,20.4,28.4
105,°­¸ª,1921-08-19,24.2,21.8,25.8
105,°­¸ª,1921-08-20,25.3,23.4,27.5
105,°­¸ª,1921-08-21,25.6,21.2,30.9
105,°­¸ª,1921-08-22,25.2,22.4,29.8
105,°­¸ª,1921-08-23,24.4,20.4,31.8
105,°­¸ª,1921-08-24,20.3,18.5,27
105,°­¸ª,1921-08-25,23.6,17.8,30.1
105,°­¸ª,1921-08-26,22.2,20,25.9
105,°­¸ª,1921-08-27,21.2,18.8,24.7
105,°­¸ª,1921-08-28,19.9,17.5,23.9
105,°­¸ª,1921-08-29,19.2,17.3,21.8
105,°­¸ª,1921-08-30,21.1,17.7,24.4
105,°­¸ª,1921-08-31,20.3,18.9,21.8
105,°­¸ª,1921-09-01,21.4,15.7,27.1
105,°­¸ª,1921-09-02,21.9,17.4,27.2
105,°­¸ª,1921-09-03,21.2,18.7,27.4
105,°­¸ª,1921-09-04,20.3,17.7,26.1
105,°­¸ª,1921-09-05,20.5,18.3,25.9
105,°­¸ª,1921-09-06,21.1,15.9,28.3
105,°­¸ª,1921-09-07,20.4,17.4,24.5
105,°­¸ª,1921-09-08,20.3,14.7,27.3
105,°­¸ª,1921-09-09,20.6,15.1,26.7
105,°­¸ª,1921-09-10,20.3,15.3,26.9
105,°­¸ª,1921-09-11,19.7,13.9,26.3
105,°­¸ª,1921-09-12,19.8,14.3,26.3
105,°­¸ª,1921-09-13,21,17.3,25.5
105,°­¸ª,1921-09-14,22,19.5,26.3
105,°­¸ª,1921-09-15,21.5,18.2,26.3
105,°­¸ª,1921-09-16,21.2,17.4,26.6
105,°­¸ª,1921-09-17,20.2,16.2,26.2
105,°­¸ª,1921-09-18,20.4,15.6,24.7
105,°­¸ª,1921-09-19,19,17.2,21
105,°­¸ª,1921-09-20,20.6,17.4,26.3
105,°­¸ª,1921-09-21,17.6,13.9,24
105,°­¸ª,1921-09-22,16.2,11.8,20.3
105,°­¸ª,1921-09-23,15.6,11.7,20.4
105,°­¸ª,1921-09-24,14.9,13.5,16.8
105,°­¸ª,1921-09-25,16.3,13,21.9
105,°­¸ª,1921-09-26,15.6,12.5,18.9
105,°­¸ª,1921-09-27,15.5,13.4,18.5
105,°­¸ª,1921-09-28,15.9,12.8,20.3
105,°­¸ª,1921-09-29,15,11.8,19.3
105,°­¸ª,1921-09-30,15,10.7,18.8
105,°­¸ª,1921-10-01,15.4,12.8,19.5
105,°­¸ª,1921-10-02,14.7,10.7,20.1
105,°­¸ª,1921-10-03,16.3,10.1,24.5
105,°­¸ª,1921-10-04,18.6,11.1,25.5
105,°­¸ª,1921-10-05,15.6,12.3,20
105,°­¸ª,1921-10-06,14.5,11.2,19.6
105,°­¸ª,1921-10-07,13.5,9.4,19.5
105,°­¸ª,1921-10-08,13.1,8.8,20
105,°­¸ª,1921-10-09,13.3,8.5,21.2
105,°­¸ª,1921-10-10,13.2,8.3,21.5
105,°­¸ª,1921-10-11,16,10.4,22.3
105,°­¸ª,1921-10-12,10.2,6.1,17.4
105,°­¸ª,1921-10-13,11.8,7,19.6
105,°­¸ª,1921-10-14,13.3,7,21.3
105,°­¸ª,1921-10-15,15.9,9.1,23.4
105,°­¸ª,1921-10-16,15.4,10.6,24.5
105,°­¸ª,1921-10-17,14.9,10.5,19.1
105,°­¸ª,1921-10-18,15,13.4,16.2
105,°­¸ª,1921-10-19,11.6,10.1,15.3
105,°­¸ª,1921-10-20,11,9.3,12
105,°­¸ª,1921-10-21,10.4,9.5,11.3
105,°­¸ª,1921-10-22,11.9,7.1,17
105,°­¸ª,1921-10-23,10.8,7.9,16.8
105,°­¸ª,1921-10-24,11.3,7.4,16.8
105,°­¸ª,1921-10-25,11.2,6.4,17.3
105,°­¸ª,1921-10-26,12.4,7.1,19.4
105,°­¸ª,1921-10-27,12.1,8.3,17.8
105,°­¸ª,1921-10-28,9.3,6.4,13.5
105,°­¸ª,1921-10-29,8.3,4.4,13.2
105,°­¸ª,1921-10-30,9.9,6.3,16.5
105,°­¸ª,1921-10-31,10.8,6,16.5
105,°­¸ª,1921-11-01,12.6,6.6,18.3
105,°­¸ª,1921-11-02,10.4,5.9,17
105,°­¸ª,1921-11-03,4.3,.8,9.2
105,°­¸ª,1921-11-04,6.4,.3,11.2
105,°­¸ª,1921-11-05,6.2,-.1,13.5
105,°­¸ª,1921-11-06,10.6,4.4,15.7
105,°­¸ª,1921-11-07,5.9,1.5,11.2
105,°­¸ª,1921-11-08,2.3,-1.3,5.2
105,°­¸ª,1921-11-09,6,.4,13
105,°­¸ª,1921-11-10,7.9,2.3,12.3
105,°­¸ª,1921-11-11,8.7,4.3,13
105,°­¸ª,1921-11-12,9.1,1.8,13.8
105,°­¸ª,1921-11-13,13,10.6,18.5
105,°­¸ª,1921-11-14,13.7,9.9,19.8
105,°­¸ª,1921-11-15,11.7,6.9,19.2
105,°­¸ª,1921-11-16,12.6,5.4,19.7
105,°­¸ª,1921-11-17,12.5,8.6,17.5
105,°­¸ª,1921-11-18,7.7,2.4,10.3
105,°­¸ª,1921-11-19,5.6,.4,9.9
105,°­¸ª,1921-11-20,4.1,.3,7.4
105,°­¸ª,1921-11-21,3.7,0,10
105,°­¸ª,1921-11-22,.1,-5.2,5.2
105,°­¸ª,1921-11-23,.2,-4.4,4.9
105,°­¸ª,1921-11-24,3.9,-1.6,10.2
105,°­¸ª,1921-11-25,0,-3.5,5.5
105,°­¸ª,1921-11-26,1.4,-3.8,6.6
105,°­¸ª,1921-11-27,4.1,-1.5,11.4
105,°­¸ª,1921-11-28,10.6,.7,12.3
105,°­¸ª,1921-11-29,7.5,2.8,13.8
105,°­¸ª,1921-11-30,5.7,-.1,10.8
105,°­¸ª,1921-12-01,.9,-4.2,6.5
105,°­¸ª,1921-12-02,-3.4,-8.9,2.8
105,°­¸ª,1921-12-03,.8,-4.8,6.6
105,°­¸ª,1921-12-04,4.6,-.3,9.3
105,°­¸ª,1921-12-05,.9,-2.2,5.7
105,°­¸ª,1921-12-06,5.5,-2.7,12.4
105,°­¸ª,1921-12-07,6.4,3,12.5
105,°­¸ª,1921-12-08,5.6,1.7,6.9
105,°­¸ª,1921-12-09,6.4,4.1,10
105,°­¸ª,1921-12-10,6.5,2.7,11.2
105,°­¸ª,1921-12-11,2.6,.4,6.5
105,°­¸ª,1921-12-12,4.6,-.8,10.4
105,°­¸ª,1921-12-13,7.2,2.2,10.8
105,°­¸ª,1921-12-14,8,3.8,11.2
105,°­¸ª,1921-12-15,9.3,4.4,14.5
105,°­¸ª,1921-12-16,8.5,3.3,11.8
105,°­¸ª,1921-12-17,5.7,.4,13.5
105,°­¸ª,1921-12-18,1,-2.2,4.8
105,°­¸ª,1921-12-19,.2,-3.2,5.5
105,°­¸ª,1921-12-20,1.9,-2.8,6.5
105,°­¸ª,1921-12-21,-.1,-3.9,5.2
105,°­¸ª,1921-12-22,-3.6,-6.8,1.1
105,°­¸ª,1921-12-23,-3.8,-8,1.5
105,°­¸ª,1921-12-24,-3.6,-8.4,2.2
105,°­¸ª,1921-12-25,-1,-6.2,4.5
105,°­¸ª,1921-12-26,2.6,-3.4,8.2
105,°­¸ª,1921-12-27,4.2,.3,6.5
105,°­¸ª,1921-12-28,6.9,3.6,11.1
105,°­¸ª,1921-12-29,.1,-3.6,6
105,°­¸ª,1921-12-30,1.8,-6.7,5.7
105,°­¸ª,1921-12-31,1.4,-1.7,5
105,°­¸ª,1922-01-01,0,-5.1,5.6
105,°­¸ª,1922-01-02,-2,-5.2,3.5
105,°­¸ª,1922-01-03,-3.9,-7.7,1.5
105,°­¸ª,1922-01-04,-4.3,-9.2,.5
105,°­¸ª,1922-01-05,-.2,-5.3,4.2
105,°­¸ª,1922-01-06,-2.5,-8.7,2.5
105,°­¸ª,1922-01-07,-2.5,-6.3,2.6
105,°­¸ª,1922-01-08,-1.3,-5.8,4.5
105,°­¸ª,1922-01-09,.3,-3.8,3.6
105,°­¸ª,1922-01-10,-5.1,-7.3,0
105,°­¸ª,1922-01-11,1.4,-8.9,5.7
105,°­¸ª,1922-01-12,2.1,-.5,7
105,°­¸ª,1922-01-13,.1,-1.6,1.9
105,°­¸ª,1922-01-14,-.1,-1.4,1.5
105,°­¸ª,1922-01-15,-.2,-1.7,2.3
105,°­¸ª,1922-01-16,-.7,-3.8,4.9
105,°­¸ª,1922-01-17,-3.5,-5.7,-.2
105,°­¸ª,1922-01-18,-6.9,-10,-2.3
105,°­¸ª,1922-01-19,-10.6,-13.2,-6.9
105,°­¸ª,1922-01-20,-9.1,-12.9,-4.8
105,°­¸ª,1922-01-21,-7.6,-11.7,-2.9
105,°­¸ª,1922-01-22,-4.2,-10.5,.7
105,°­¸ª,1922-01-23,-3.9,-8.2,-1.1
105,°­¸ª,1922-01-24,-5.7,-10.8,-.6
105,°­¸ª,1922-01-25,-3.8,-9.1,1.7
105,°­¸ª,1922-01-26,-2.7,-6.5,2.8
105,°­¸ª,1922-01-27,-4.4,-8.7,.4
105,°­¸ª,1922-01-28,-3,-6.7,2.4
105,°­¸ª,1922-01-29,-6.2,-9.1,-1.9
105,°­¸ª,1922-01-30,-6.4,-11.4,-1.1
105,°­¸ª,1922-01-31,-5.8,-9.7,.8
105,°­¸ª,1922-02-01,-3.4,-10,3
105,°­¸ª,1922-02-02,2.3,-6.5,7.2
105,°­¸ª,1922-02-03,1.3,-2.7,4.2
105,°­¸ª,1922-02-04,1.1,-2.4,6.8
105,°­¸ª,1922-02-05,1.3,-3.8,5.8
105,°­¸ª,1922-02-06,2.3,-.7,7.2
105,°­¸ª,1922-02-07,3.5,0,8.8
105,°­¸ª,1922-02-08,2.4,-1.5,9
105,°­¸ª,1922-02-09,3.5,-3.5,8.9
105,°­¸ª,1922-02-10,2.8,-.2,9.8
105,°­¸ª,1922-02-11,3.5,-.1,8.4
105,°­¸ª,1922-02-12,2.9,-1.8,8.3
105,°­¸ª,1922-02-13,1.5,-1.1,6.2
105,°­¸ª,1922-02-14,.7,-3,2.1
105,°­¸ª,1922-02-15,1.5,0,3.5
105,°­¸ª,1922-02-16,1.4,0,2.3
105,°­¸ª,1922-02-17,2,-.7,5.8
105,°­¸ª,1922-02-18,1.9,-2.3,8.4
105,°­¸ª,1922-02-19,3.5,-4.5,11.5
105,°­¸ª,1922-02-20,4.1,0,10.3
105,°­¸ª,1922-02-21,4,.3,7.6
105,°­¸ª,1922-02-22,2.1,.4,4.6
105,°­¸ª,1922-02-23,8.4,-1.1,15
105,°­¸ª,1922-02-24,4.4,.5,6.2
105,°­¸ª,1922-02-25,2.9,-1.7,6.8
105,°­¸ª,1922-02-26,-2,-5.4,4.3
105,°­¸ª,1922-02-27,-3.3,-7.8,.5
105,°­¸ª,1922-02-28,-.6,-6.2,4.2
105,°­¸ª,1922-03-01,-.7,-5.2,3.5
105,°­¸ª,1922-03-02,2.5,-4.9,9
105,°­¸ª,1922-03-03,4.1,-.5,7
105,°­¸ª,1922-03-04,2.5,-.3,6.2
105,°­¸ª,1922-03-05,2.5,-1.6,8.8
105,°­¸ª,1922-03-06,2.7,.2,5.1
105,°­¸ª,1922-03-07,1,-.8,3.5
105,°­¸ª,1922-03-08,5.4,-2.1,12.3
105,°­¸ª,1922-03-09,7.5,3.3,11.7
105,°­¸ª,1922-03-10,7.4,3.5,14
105,°­¸ª,1922-03-11,7.9,1.3,11.7
105,°­¸ª,1922-03-12,8,5.9,11.3
105,°­¸ª,1922-03-13,10.9,5.6,15.8
105,°­¸ª,1922-03-14,12.4,5.9,17.7
105,°­¸ª,1922-03-15,9,2,15.5
105,°­¸ª,1922-03-16,10.3,3.8,17.3
105,°­¸ª,1922-03-17,7.7,2.9,13.3
105,°­¸ª,1922-03-18,7.5,3.9,11.2
105,°­¸ª,1922-03-19,3.5,-1.1,8.8
105,°­¸ª,1922-03-20,.1,-4.5,6.8
105,°­¸ª,1922-03-21,-.8,-4.7,3
105,°­¸ª,1922-03-22,1.2,-4.2,7.4
105,°­¸ª,1922-03-23,-.2,-2.7,2
105,°­¸ª,1922-03-24,-1.5,-5.7,2.2
105,°­¸ª,1922-03-25,.9,-4.9,6.5
105,°­¸ª,1922-03-26,5.7,.7,9.3
105,°­¸ª,1922-03-27,5.2,1,10
105,°­¸ª,1922-03-28,2.6,-.2,6.6
105,°­¸ª,1922-03-29,5.2,-3.1,12.5
105,°­¸ª,1922-03-30,11,4.9,17.3
105,°­¸ª,1922-03-31,10.5,7.6,16.5
105,°­¸ª,1922-04-01,6.8,3.3,11.2
105,°­¸ª,1922-04-02,8.3,1.2,14.9
105,°­¸ª,1922-04-03,8.5,3,13.8
105,°­¸ª,1922-04-04,9.5,6.6,15.8
105,°­¸ª,1922-04-05,7.2,3.1,12.4
105,°­¸ª,1922-04-06,8.3,2.6,15.8
105,°­¸ª,1922-04-07,11.5,5.2,15.8
105,°­¸ª,1922-04-08,8.7,4.4,14.5
105,°­¸ª,1922-04-09,7.4,2.9,13.9
105,°­¸ª,1922-04-10,11.9,3.4,18
105,°­¸ª,1922-04-11,12.7,5.6,19.7
105,°­¸ª,1922-04-12,17,10.6,23.3
105,°­¸ª,1922-04-13,13.2,8.9,17.4
105,°­¸ª,1922-04-14,9.9,5.3,16.4
105,°­¸ª,1922-04-15,11.6,4.6,18.7
105,°­¸ª,1922-04-16,10.7,6.2,15.5
105,°­¸ª,1922-04-17,5.8,2.3,10.8
105,°­¸ª,1922-04-18,7.8,1.7,12.4
105,°­¸ª,1922-04-19,11.9,5.9,19.8
105,°­¸ª,1922-04-20,14.2,10,19.8
105,°­¸ª,1922-04-21,11.7,9.9,15.1
105,°­¸ª,1922-04-22,11.3,7.5,14.9
105,°­¸ª,1922-04-23,10.2,8,11.7
105,°­¸ª,1922-04-24,9.2,7.8,10.8
105,°­¸ª,1922-04-25,14,6.6,18.7
105,°­¸ª,1922-04-26,21.8,13.9,27.5
105,°­¸ª,1922-04-27,25.1,19.4,31.2
105,°­¸ª,1922-04-28,25.4,21.5,31.3
105,°­¸ª,1922-04-29,12.7,8.8,22.8
105,°­¸ª,1922-04-30,12.2,5.9,16.8
105,°­¸ª,1922-05-01,13.4,10.1,16.8
105,°­¸ª,1922-05-02,13.9,9.8,21.7
105,°­¸ª,1922-05-03,9.8,6.3,16
105,°­¸ª,1922-05-04,11.4,4.4,17.5
105,°­¸ª,1922-05-05,12.9,8.4,17.3
105,°­¸ª,1922-05-06,12,6.6,16
105,°­¸ª,1922-05-07,16.2,9,22
105,°­¸ª,1922-05-08,19.7,14.6,25.5
105,°­¸ª,1922-05-09,15.9,11.7,22.2
105,°­¸ª,1922-05-10,16.9,10.6,23.8
105,°­¸ª,1922-05-11,15.4,10.5,21.7
105,°­¸ª,1922-05-12,14.6,10,20.7
105,°­¸ª,1922-05-13,12.5,9.5,18.5
105,°­¸ª,1922-05-14,11.9,9.5,15.3
105,°­¸ª,1922-05-15,12,8.5,14.7
