지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C)
112,인천,1952-09-21,18.9,14.6,24.6
112,인천,1952-09-22,18.6,14.3,23.5
112,인천,1952-09-23,19,15.3,24.2
112,인천,1952-09-24,19,17.1,21.9
112,인천,1952-09-25,13.6,11.8,17.4
112,인천,1952-09-26,15.6,11,22.1
112,인천,1952-09-27,16.8,11.8,22.5
112,인천,1952-09-28,17,14.1,21.5
112,인천,1952-09-29,14.9,9.2,20.3
112,인천,1952-09-30,15.2,9.3,21.9
112,인천,1952-10-01,17.8,13.7,23.4
112,인천,1952-10-02,16.2,14.7,20.4
112,인천,1952-10-03,16.3,13,21.5
112,인천,1952-10-04,15,11.7,20.1
112,인천,1952-10-05,15.5,10,20.5
112,인천,1952-10-06,17.6,12.8,24.3
112,인천,1952-10-07,16.7,13.2,22.7
112,인천,1952-10-08,17.2,11.4,23.1
112,인천,1952-10-09,17.5,12.5,23.6
112,인천,1952-10-10,16.1,13.4,19.7
112,인천,1952-10-11,9.1,7.4,13.4
112,인천,1952-10-12,11.2,6.5,19.7
112,인천,1952-10-13,13.7,7.5,19.7
112,인천,1952-10-14,16.5,10,22
112,인천,1952-10-15,13.5,8,16.9
112,인천,1952-10-16,9.3,6.6,13.6
112,인천,1952-10-17,12.3,6.3,16.9
112,인천,1952-10-18,13.7,8.6,19.2
112,인천,1952-10-19,14.4,9.2,20.8
112,인천,1952-10-20,15.5,10.1,22.1
112,인천,1952-10-21,13.3,12.4,18.4
112,인천,1952-10-22,9.8,6,14.2
112,인천,1952-10-23,9,5.2,14.4
112,인천,1952-10-24,11.4,6.5,15.4
112,인천,1952-10-25,9.2,4.3,14.5
112,인천,1952-10-26,8.1,2.2,13.3
112,인천,1952-10-27,10.5,5.8,15.2
112,인천,1952-10-28,12,8.1,17.3
112,인천,1952-10-29,13,8.4,17.1
112,인천,1952-10-30,13.7,9.4,17.7
112,인천,1952-10-31,13.4,8.3,17.2
112,인천,1952-11-01,10.1,4.6,16.3
112,인천,1952-11-02,12,7.9,16.3
112,인천,1952-11-03,12.2,8.5,16.4
112,인천,1952-11-04,11.7,7.1,18.5
112,인천,1952-11-05,13.8,7.7,21.4
112,인천,1952-11-06,7,3.3,12.5
112,인천,1952-11-07,7.7,2.9,10.2
112,인천,1952-11-08,6.7,1.7,11.9
112,인천,1952-11-09,10.2,5.5,15.2
112,인천,1952-11-10,13.1,7.1,18.7
112,인천,1952-11-11,10.6,8.4,13.6
112,인천,1952-11-12,9.7,6.5,14.1
112,인천,1952-11-13,8.3,4.8,12.9
112,인천,1952-11-14,7.4,4.7,9.4
112,인천,1952-11-15,5.6,2.3,10.5
112,인천,1952-11-16,5,2,9.5
112,인천,1952-11-17,6.5,2.4,11.4
112,인천,1952-11-18,2.9,.3,7.4
112,인천,1952-11-19,1.9,-.5,7.2
112,인천,1952-11-20,3,-1,8.4
112,인천,1952-11-21,4.5,-1.6,10.4
112,인천,1952-11-22,5.1,-1,10.9
112,인천,1952-11-23,5.5,1.4,9.6
112,인천,1952-11-24,7.5,5.2,10.3
112,인천,1952-11-25,8.6,5.1,14.9
112,인천,1952-11-26,8.8,4.3,12.5
112,인천,1952-11-27,9.1,7.2,10.5
112,인천,1952-11-28,11.3,7.3,17.5
112,인천,1952-11-29,9,4.8,14.1
112,인천,1952-11-30,8.2,3.8,11.7
112,인천,1952-12-01,4.4,-.2,9.4
112,인천,1952-12-02,-5.4,-9.6,0
112,인천,1952-12-03,-9,-12.8,-5.5
112,인천,1952-12-04,-8.3,-10.8,-3.5
112,인천,1952-12-05,-6.7,-10.8,-2.9
112,인천,1952-12-06,-2.8,-5.5,1.6
112,인천,1952-12-07,-1.8,-5.4,2.7
112,인천,1952-12-08,-3.3,-5.5,-.4
112,인천,1952-12-09,-1.5,-5.5,1.6
112,인천,1952-12-10,.5,-4,5
112,인천,1952-12-11,.7,-5,5.5
112,인천,1952-12-12,2.1,-1.5,6.7
112,인천,1952-12-13,2.3,-2.1,7.8
112,인천,1952-12-14,3.1,-2.5,7.3
112,인천,1952-12-15,1,-2.5,5.4
112,인천,1952-12-16,-.9,-3.8,1.7
112,인천,1952-12-17,1.3,-1.5,6.2
112,인천,1952-12-18,-2.5,-4.6,1.4
112,인천,1952-12-19,-3,-5.7,1.4
112,인천,1952-12-20,-2.7,-7.4,1.4
112,인천,1952-12-21,-4.2,-5.9,1.5
112,인천,1952-12-22,2.8,-4,6.5
112,인천,1952-12-23,1.2,-2,5.3
112,인천,1952-12-24,-.6,-2.4,3.2
112,인천,1952-12-25,-3.9,-7.6,.6
112,인천,1952-12-26,-5.5,-8.7,-1.8
112,인천,1952-12-27,-5.2,-7.8,-2.8
112,인천,1952-12-28,-6.7,-11.9,-3.3
112,인천,1952-12-29,-1.2,-6.9,2.7
112,인천,1952-12-30,3.4,-2.3,8
112,인천,1952-12-31,-1.3,-4.5,4.1
112,인천,1953-01-01,-9.1,-11.7,-4.5
112,인천,1953-01-02,-8,-12.1,-3
112,인천,1953-01-03,-8.4,-10.1,-3.5
112,인천,1953-01-04,-5.6,-11.5,-.7
112,인천,1953-01-05,-3.1,-6.7,1.4
112,인천,1953-01-06,-5.7,-10,-2.5
112,인천,1953-01-07,-5.3,-7.2,-2.7
112,인천,1953-01-08,-4.7,-9.8,-1.8
112,인천,1953-01-09,4.3,-2,8
112,인천,1953-01-10,3.2,-.2,8
112,인천,1953-01-11,.3,-2.9,4.1
112,인천,1953-01-12,-10.1,-12.9,-2.7
112,인천,1953-01-13,-12,-14,-8.4
112,인천,1953-01-14,-12,-14.6,-7.3
112,인천,1953-01-15,-11.6,-13.6,-7.6
112,인천,1953-01-16,-10.1,-13.6,-5.3
112,인천,1953-01-17,-4.6,-10.7,0
112,인천,1953-01-18,-1.4,-4.6,2.2
112,인천,1953-01-19,-2.9,-6.6,-.3
112,인천,1953-01-20,-2.1,-3,.4
112,인천,1953-01-21,-1.5,-5.3,2.3
112,인천,1953-01-22,.1,-3.8,4.2
112,인천,1953-01-23,-1.6,-5.5,2.4
112,인천,1953-01-24,1.7,-3.6,5.4
112,인천,1953-01-25,-1.7,-4.5,1.4
112,인천,1953-01-26,-2.8,-5.9,.5
112,인천,1953-01-27,-3.6,-8.6,.9
112,인천,1953-01-28,-2.6,-6.6,.9
112,인천,1953-01-29,-6,-9,-3
112,인천,1953-01-30,-7.2,-10.6,-2.4
112,인천,1953-01-31,-6.8,-9.8,-2.7
112,인천,1953-02-01,-7.8,-9.6,-4
112,인천,1953-02-02,-7.6,-12.2,-4
112,인천,1953-02-03,-5.2,-10.6,.4
112,인천,1953-02-04,-.3,-3.8,4.4
112,인천,1953-02-05,-1.2,-5.5,3.9
112,인천,1953-02-06,-3.5,-5,-.3
112,인천,1953-02-07,-7,-10.5,-3.4
112,인천,1953-02-08,-7.2,-10.7,-3.4
112,인천,1953-02-09,-3.7,-9.3,1
112,인천,1953-02-10,1.1,-4.1,4
112,인천,1953-02-11,2.1,0,4
112,인천,1953-02-12,.5,-1.9,5
112,인천,1953-02-13,.3,-2.2,4.7
112,인천,1953-02-14,-2,-5,1.7
112,인천,1953-02-15,-8.8,-11.8,-4.6
112,인천,1953-02-16,-7.7,-12.7,-3.9
112,인천,1953-02-17,-6,-8.5,-2.5
112,인천,1953-02-18,-6.1,-9.4,-1.7
112,인천,1953-02-19,-5,-8.4,-.4
112,인천,1953-02-20,-3.3,-6.6,-.8
112,인천,1953-02-21,-4.6,-7.3,-.9
112,인천,1953-02-22,-4.5,-8.9,1
112,인천,1953-02-23,-.4,-4.2,3.6
112,인천,1953-02-24,1.6,-1.4,6
112,인천,1953-02-25,3.7,-.4,10.4
112,인천,1953-02-26,.2,-1,3.2
112,인천,1953-02-27,1.8,-.6,8
112,인천,1953-02-28,5,.5,10.8
112,인천,1953-03-01,4.5,.1,12.2
112,인천,1953-03-02,1.4,-.6,6
112,인천,1953-03-03,-.1,-2.2,4.3
112,인천,1953-03-04,.5,-3.5,3.9
112,인천,1953-03-05,1.9,-1.1,5.7
112,인천,1953-03-06,3.2,-1.7,7.7
112,인천,1953-03-07,4.5,1.3,7.5
112,인천,1953-03-08,2.3,-.8,6.4
112,인천,1953-03-09,3.2,-.9,8.8
112,인천,1953-03-10,5.4,3.5,8.4
112,인천,1953-03-11,3.5,1.5,9.2
112,인천,1953-03-12,1.6,-.2,4.5
112,인천,1953-03-13,.9,-1.6,5
112,인천,1953-03-14,2.3,-.2,5.4
112,인천,1953-03-15,2.7,-1.2,7.7
112,인천,1953-03-16,4.4,.3,9.3
112,인천,1953-03-17,5.3,1.7,8.9
112,인천,1953-03-18,8,2.2,15
112,인천,1953-03-19,8.5,4.4,12.5
112,인천,1953-03-20,7.6,5,11.4
112,인천,1953-03-21,8.6,5.1,13.7
112,인천,1953-03-22,5.3,2.2,11.4
112,인천,1953-03-23,6.7,4.9,10
112,인천,1953-03-24,8.3,5.4,10.9
112,인천,1953-03-25,2.2,-1.4,8.1
112,인천,1953-03-26,1.3,-2.3,5.8
112,인천,1953-03-27,4.9,1.1,11.3
112,인천,1953-03-28,6.5,2.7,12
112,인천,1953-03-29,5,2.3,9.9
112,인천,1953-03-30,4.6,1.8,8.7
112,인천,1953-03-31,5.9,2.1,9.2
112,인천,1953-04-01,5.1,2.2,8.9
112,인천,1953-04-02,6,3.2,9.9
112,인천,1953-04-03,6.5,3.2,11.7
112,인천,1953-04-04,6.1,3.4,10.2
112,인천,1953-04-05,6.6,4.9,10.4
112,인천,1953-04-06,6.2,4.7,10.2
112,인천,1953-04-07,7.1,3.1,14.7
112,인천,1953-04-08,7.2,1.8,13.2
112,인천,1953-04-09,8.8,5.8,12.5
112,인천,1953-04-10,10.9,6.6,18.3
112,인천,1953-04-11,7.8,5.2,10.2
112,인천,1953-04-12,5.5,3.8,9
112,인천,1953-04-13,7.3,4.9,10.7
112,인천,1953-04-14,7.8,5.4,12.2
112,인천,1953-04-15,10.4,6.3,13.9
112,인천,1953-04-16,8.8,5.2,14.5
112,인천,1953-04-17,7.9,4.6,12.4
112,인천,1953-04-18,9.2,5,12.6
112,인천,1953-04-19,9.3,5.9,14.4
112,인천,1953-04-20,9.3,6.5,12.2
112,인천,1953-04-21,8.5,6.2,12.9
112,인천,1953-04-22,8.7,4.8,13.2
112,인천,1953-04-23,9.6,7.5,14.2
112,인천,1953-04-24,10.5,6.2,16.3
112,인천,1953-04-25,13.1,8.7,16.9
112,인천,1953-04-26,13.8,10.4,19.7
112,인천,1953-04-27,16.1,10.4,21.6
112,인천,1953-04-28,14.6,12.5,18.5
112,인천,1953-04-29,12.2,10.5,14.6
112,인천,1953-04-30,13.6,9,20.1
112,인천,1953-05-01,12.1,7.9,16.7
112,인천,1953-05-02,13.5,8.7,19.6
112,인천,1953-05-03,11.4,8,18.1
112,인천,1953-05-04,13.4,8.4,18.7
112,인천,1953-05-05,15.4,12.6,21.3
112,인천,1953-05-06,17.6,12.9,24.3
112,인천,1953-05-07,16.1,14.1,18.1
112,인천,1953-05-08,16,11.4,22
112,인천,1953-05-09,13.3,10.9,16
112,인천,1953-05-10,16.6,12.4,20.4
112,인천,1953-05-11,15.8,13.1,19.5
112,인천,1953-05-12,15.8,13.3,20.5
112,인천,1953-05-13,13.2,11.4,17
112,인천,1953-05-14,13.1,10.8,17.2
112,인천,1953-05-15,14.3,10.2,19.5
112,인천,1953-05-16,15.9,10.6,23.2
112,인천,1953-05-17,15.7,11.8,22.5
112,인천,1953-05-18,15.6,11.2,20.4
112,인천,1953-05-19,17.8,13.1,24.6
112,인천,1953-05-20,19.6,14.6,26.3
112,인천,1953-05-21,20.3,17.3,22.5
112,인천,1953-05-22,15.1,11.8,19
112,인천,1953-05-23,14.4,12.8,16.4
112,인천,1953-05-24,16,12.8,20
112,인천,1953-05-25,15.1,13.1,18.5
112,인천,1953-05-26,15.9,13.3,18.7
112,인천,1953-05-27,17.9,13.9,24.2
112,인천,1953-05-28,18.3,14.8,24
112,인천,1953-05-29,16.8,13.5,21.9
112,인천,1953-05-30,16.9,13.2,22.2
112,인천,1953-05-31,17,14.1,19.1
112,인천,1953-06-01,15.7,13.6,18.2
112,인천,1953-06-02,16.8,13.6,22.1
112,인천,1953-06-03,17.3,16.1,20.8
112,인천,1953-06-04,20.6,16.4,24.7
112,인천,1953-06-05,18.3,15,24.7
112,인천,1953-06-06,17.6,14.5,22
112,인천,1953-06-07,16.4,14.6,18.5
112,인천,1953-06-08,16.6,14.1,19.7
112,인천,1953-06-09,17.7,15.1,22.7
112,인천,1953-06-10,19.4,16.5,24.7
112,인천,1953-06-11,19,15.8,24.4
112,인천,1953-06-12,17,15.5,20.5
112,인천,1953-06-13,17.8,15.2,22
112,인천,1953-06-14,19.4,17,23.6
112,인천,1953-06-15,19.2,17,23.5
112,인천,1953-06-16,20,16.4,25.5
112,인천,1953-06-17,19.1,18,20.7
112,인천,1953-06-18,22.1,17.6,28.2
112,인천,1953-06-19,22,18.1,27
112,인천,1953-06-20,18.1,17.2,21.2
112,인천,1953-06-21,19.2,17.4,23.1
112,인천,1953-06-22,19.3,17.2,22.2
112,인천,1953-06-23,17.5,15.2,20.2
112,인천,1953-06-24,19.3,16.3,21.9
112,인천,1953-06-25,23,19.1,27.8
112,인천,1953-06-26,24.5,20.7,29.7
112,인천,1953-06-27,22.3,19.6,27.2
112,인천,1953-06-28,19.9,17.9,22.4
112,인천,1953-06-29,20.4,16,25.3
112,인천,1953-06-30,21.9,18.5,27
112,인천,1953-07-01,20.5,18.2,25.3
112,인천,1953-07-02,20.5,18.3,24
112,인천,1953-07-03,19.8,18,21.5
112,인천,1953-07-04,21.5,19.4,24
112,인천,1953-07-05,21.1,19.8,22.2
112,인천,1953-07-06,22.2,19.7,24.1
112,인천,1953-07-07,20.2,19.8,23.1
112,인천,1953-07-08,22.8,20.6,25.7
112,인천,1953-07-09,23.8,22.8,25.6
112,인천,1953-07-10,25.3,21.5,30.4
112,인천,1953-07-11,24.4,22.5,29
112,인천,1953-07-12,24.9,22.4,29.2
112,인천,1953-07-13,23.5,21.6,26.1
112,인천,1953-07-14,23.4,22.3,25.4
112,인천,1953-07-15,21.9,19.7,25.5
112,인천,1953-07-16,23.6,20.9,28.3
112,인천,1953-07-17,23.4,21.1,27.7
112,인천,1953-07-18,24.7,21.8,29.2
112,인천,1953-07-19,25.1,22.3,30
112,인천,1953-07-20,25.8,21.5,31.5
112,인천,1953-07-21,25.3,22.3,28.1
112,인천,1953-07-22,24.4,23.3,26
112,인천,1953-07-23,24.5,23.4,25.2
112,인천,1953-07-24,25.5,24.5,28
112,인천,1953-07-25,25.3,23.3,27.2
112,인천,1953-07-26,25.2,24.4,28
112,인천,1953-07-27,25.4,23.8,28.4
112,인천,1953-07-28,26.3,24.4,30.6
112,인천,1953-07-29,27,25.1,29.6
112,인천,1953-07-30,26.4,24.7,29.9
112,인천,1953-07-31,25.9,23.5,29.4
112,인천,1953-08-01,24.8,23.4,27.6
112,인천,1953-08-02,24.9,22.7,29.6
112,인천,1953-08-03,24.7,23.6,27.6
112,인천,1953-08-04,24.6,22.6,27.5
112,인천,1953-08-05,22.8,21.3,25.1
112,인천,1953-08-06,24.6,21.2,27.3
112,인천,1953-08-07,25.9,22.8,31
112,인천,1953-08-08,26.7,24.3,31.4
112,인천,1953-08-09,26.2,24.7,28.7
112,인천,1953-08-10,24.7,22.8,27.8
112,인천,1953-08-11,24.1,22.6,27
112,인천,1953-08-12,24.8,21.4,27.3
112,인천,1953-08-13,24.4,22.5,26
112,인천,1953-08-14,23.8,22.1,28.1
112,인천,1953-08-15,25.3,22.1,30.4
112,인천,1953-08-16,27.4,23.6,32.5
112,인천,1953-08-17,29.4,26.8,33.5
112,인천,1953-08-18,28.3,26.6,31
112,인천,1953-08-19,27.2,25.8,30.6
112,인천,1953-08-20,27,25.8,29.1
112,인천,1953-08-21,27.1,26,30
112,인천,1953-08-22,26.6,25.7,29.5
112,인천,1953-08-23,25.8,25,29
112,인천,1953-08-24,25.9,24,28.3
112,인천,1953-08-25,23.7,21.4,26.5
112,인천,1953-08-26,19.8,17,22.8
112,인천,1953-08-27,21.7,16.8,26.9
112,인천,1953-08-28,21.7,17,27.3
112,인천,1953-08-29,21.7,17,27.4
112,인천,1953-08-30,21.7,16.5,27.8
112,인천,1953-08-31,22.6,17.2,29.2
112,인천,1953-09-01,22.6,18.1,28.2
112,인천,1953-09-02,22.6,20.7,27.6
112,인천,1953-09-03,20.3,17.3,25
112,인천,1953-09-04,20.1,14.6,24.5
112,인천,1953-09-05,20.3,17.4,25.3
112,인천,1953-09-06,20.3,15.6,24.8
112,인천,1953-09-07,20.6,17.6,25.3
112,인천,1953-09-08,21.1,16.6,25.6
112,인천,1953-09-09,22.3,17.9,28.2
112,인천,1953-09-10,23.1,18.9,27.9
112,인천,1953-09-11,22.7,21.2,27.3
112,인천,1953-09-12,22.4,19.6,27.3
112,인천,1953-09-13,19.5,16.6,24
112,인천,1953-09-14,17.2,15.2,19.7
112,인천,1953-09-15,20.9,16.7,26.2
112,인천,1953-09-16,20.8,18.7,25.4
112,인천,1953-09-17,21.4,17.8,26.7
112,인천,1953-09-18,21.8,17.2,27.3
112,인천,1953-09-19,20.7,17.5,25.7
112,인천,1953-09-20,21.2,16.9,26.9
112,인천,1953-09-21,21.2,16.8,25.8
112,인천,1953-09-22,20,17,24.9
112,인천,1953-09-23,20,15.2,26
112,인천,1953-09-24,20.8,15.3,27.1
112,인천,1953-09-25,21.5,16.2,28.6
112,인천,1953-09-26,20.2,16.4,25.6
112,인천,1953-09-27,19.1,14.9,24.4
112,인천,1953-09-28,19.1,17.2,21.6
112,인천,1953-09-29,19,15.9,23.1
112,인천,1953-09-30,17.8,13.4,23.4
112,인천,1953-10-01,18.6,11.9,24.9
112,인천,1953-10-02,18.6,13.6,23.1
112,인천,1953-10-03,19.7,15,26
112,인천,1953-10-04,19.7,15.6,24.4
112,인천,1953-10-05,20.4,15.6,27.5
112,인천,1953-10-06,19.7,15.4,24.5
112,인천,1953-10-07,20.1,17.6,23.8
112,인천,1953-10-08,19.8,15.9,24.4
112,인천,1953-10-09,18.2,11.9,23.6
112,인천,1953-10-10,15.3,10.8,20.2
112,인천,1953-10-11,16.8,10.2,20.4
112,인천,1953-10-12,14.6,11.8,18.9
112,인천,1953-10-13,13.6,9.6,19.6
112,인천,1953-10-14,14.3,9,20.1
112,인천,1953-10-15,14.3,8.8,20.6
112,인천,1953-10-16,15.7,9.2,21.9
112,인천,1953-10-17,15.1,10.6,21.6
112,인천,1953-10-18,16.7,11.4,23.4
112,인천,1953-10-19,16.9,12.6,22.2
112,인천,1953-10-20,12.5,8.4,15.6
112,인천,1953-10-21,12,7.5,16.5
112,인천,1953-10-22,14.2,8.7,19
112,인천,1953-10-23,15.6,11.8,20.1
112,인천,1953-10-24,14.7,11.4,18.7
112,인천,1953-10-25,13.3,8.6,17.7
112,인천,1953-10-26,15.4,9.6,20.3
112,인천,1953-10-27,16.1,13,18.9
112,인천,1953-10-28,14.4,13.6,16.2
112,인천,1953-10-29,16.6,12.8,23.5
112,인천,1953-10-30,13,11.4,15.6
112,인천,1953-10-31,12.9,10.7,16
112,인천,1953-11-01,7.2,4.5,13.5
112,인천,1953-11-02,9.8,3,16.4
112,인천,1953-11-03,11.1,6.2,16.8
112,인천,1953-11-04,10.7,6.1,14.2
112,인천,1953-11-05,10.6,6.4,14.3
112,인천,1953-11-06,7.3,2.4,13.7
112,인천,1953-11-07,8.6,.9,12.3
112,인천,1953-11-08,10.4,4.9,13.2
112,인천,1953-11-09,6.2,3.2,11.1
112,인천,1953-11-10,2.2,.2,5.5
112,인천,1953-11-11,1.2,-2.1,6.7
112,인천,1953-11-12,4.4,-1.8,9.6
112,인천,1953-11-13,9.9,7.1,12.3
112,인천,1953-11-14,7.1,1.4,13
112,인천,1953-11-15,4.3,-.8,7.1
112,인천,1953-11-16,8.9,3.7,16.8
112,인천,1953-11-17,6.3,3.6,12
112,인천,1953-11-18,2.5,-1.3,6
112,인천,1953-11-19,-2.3,-5.3,2.7
112,인천,1953-11-20,-.7,-5.3,3.9
112,인천,1953-11-21,4.7,-1.5,10.2
112,인천,1953-11-22,3,-2.6,9.1
112,인천,1953-11-23,3.9,-3.4,7.6
112,인천,1953-11-24,7.4,4.1,10.1
112,인천,1953-11-25,9.2,4.9,14.2
112,인천,1953-11-26,6.5,1.2,10.8
112,인천,1953-11-27,-.3,-2.7,4.3
112,인천,1953-11-28,.3,-4.6,3.6
112,인천,1953-11-29,4.6,0,9.6
112,인천,1953-11-30,8.2,4,12
112,인천,1953-12-01,11.1,7,14.4
112,인천,1953-12-02,4.7,1.7,9
112,인천,1953-12-03,.7,-2.5,5.7
112,인천,1953-12-04,-3.2,-5.7,.5
112,인천,1953-12-05,-2.8,-6.3,.1
112,인천,1953-12-06,.6,-1.9,4.2
112,인천,1953-12-07,2.9,-1.4,8
112,인천,1953-12-08,3.9,-.6,7.9
112,인천,1953-12-09,3.8,1.8,5.4
112,인천,1953-12-10,-.2,-1.8,1.9
112,인천,1953-12-11,-3.1,-4.5,-.8
112,인천,1953-12-12,-1.1,-5.3,1.3
112,인천,1953-12-13,3.5,-1.3,7.5
112,인천,1953-12-14,3.9,.2,9
112,인천,1953-12-15,-.1,-3.4,2.9
112,인천,1953-12-16,2.3,-2.5,7.4
112,인천,1953-12-17,2.5,-.7,6.3
112,인천,1953-12-18,3.2,-2,7.9
112,인천,1953-12-19,2.9,-2,6.8
112,인천,1953-12-20,1.5,-2.6,5.2
112,인천,1953-12-21,-2,-3.8,2.6
112,인천,1953-12-22,1.2,-3.1,4
112,인천,1953-12-23,-1.2,-3.9,2.5
112,인천,1953-12-24,2.5,-.6,5.1
112,인천,1953-12-25,2.9,-.4,5.5
112,인천,1953-12-26,-1.7,-4.1,1.3
112,인천,1953-12-27,-1.6,-4.9,.6
112,인천,1953-12-28,.3,-2.1,2.9
112,인천,1953-12-29,1.8,-1.2,6.4
112,인천,1953-12-30,-2.4,-4.4,1.3
112,인천,1953-12-31,-4.4,-7.7,-.4
112,인천,1954-01-01,-1.7,-6.1,2.8
112,인천,1954-01-02,-.4,-3.4,2.2
112,인천,1954-01-03,.3,-2.3,2.8
112,인천,1954-01-04,1.4,-2.5,5.2
112,인천,1954-01-05,.6,-2.2,4.5
112,인천,1954-01-06,-2,-3.9,.5
112,인천,1954-01-07,-1.4,-4.2,2.7
112,인천,1954-01-08,.6,-3.6,3.4
112,인천,1954-01-09,1.5,.3,3
112,인천,1954-01-10,-1.3,-5.4,2.9
112,인천,1954-01-11,-4.4,-7.8,-.2
112,인천,1954-01-12,-2,-7.2,1.7
112,인천,1954-01-13,0,-1.4,5
112,인천,1954-01-14,.8,-.9,1.2
112,인천,1954-01-15,-.3,-2.4,1.5
112,인천,1954-01-16,.5,-.7,2.4
112,인천,1954-01-17,1.2,-3.1,5.3
112,인천,1954-01-18,1.1,-2.6,4.9
112,인천,1954-01-19,2.4,-.5,7.1
112,인천,1954-01-20,3.6,-1,9.2
112,인천,1954-01-21,2.4,-.6,3.8
112,인천,1954-01-22,-2.2,-6,2.4
112,인천,1954-01-23,-5.6,-8.2,-2.3
112,인천,1954-01-24,-6.8,-8.8,-3.7
112,인천,1954-01-25,-7.7,-10.1,-3.8
112,인천,1954-01-26,-4.8,-9.4,-.6
112,인천,1954-01-27,-1.2,-5,2.3
112,인천,1954-01-28,-5.4,-7.2,-2.3
112,인천,1954-01-29,-3.9,-7.6,-1
112,인천,1954-01-30,-3.7,-8.4,1.5
112,인천,1954-01-31,-2.3,-4.6,.7
112,인천,1954-02-01,-4.1,-6.8,-1.1
112,인천,1954-02-02,-6.9,-9.4,-3.1
112,인천,1954-02-03,-5.8,-10.1,-1.8
112,인천,1954-02-04,-4.4,-7.8,-.5
112,인천,1954-02-05,-4.2,-8.4,-.6
112,인천,1954-02-06,-4.2,-7,-.6
112,인천,1954-02-07,-1.4,-6.2,2.4
112,인천,1954-02-08,.5,-4.2,5.5
112,인천,1954-02-09,2.4,-1.6,6.6
112,인천,1954-02-10,6.2,.2,10.3
112,인천,1954-02-11,7.4,2.6,10.6
112,인천,1954-02-12,-1.3,-4,3.4
112,인천,1954-02-13,.4,-3.9,3.9
112,인천,1954-02-14,3.9,.2,9.5
112,인천,1954-02-15,2.9,1.8,4.9
112,인천,1954-02-16,5.8,1.6,10.3
112,인천,1954-02-17,1.5,-3.8,5.5
112,인천,1954-02-18,-4.3,-7.3,.9
112,인천,1954-02-19,-1.8,-7.5,1.9
112,인천,1954-02-20,.8,-2.8,5.3
112,인천,1954-02-21,-2.8,-5.8,.5
112,인천,1954-02-22,-2.1,-7,1.2
112,인천,1954-02-23,1.8,-2.2,5.4
112,인천,1954-02-24,6.1,-.8,13.4
112,인천,1954-02-25,8.1,5.6,11.2
112,인천,1954-02-26,7,5.8,8.9
112,인천,1954-02-27,4.5,2.5,6.8
112,인천,1954-02-28,3.3,1.4,5.4
112,인천,1954-03-01,4,3,5.7
112,인천,1954-03-02,3.2,-.3,9.5
112,인천,1954-03-03,-.2,-2.8,4.7
112,인천,1954-03-04,-.7,-3.4,3.2
112,인천,1954-03-05,-.7,-4.5,4.9
112,인천,1954-03-06,-3.2,-5.7,1
112,인천,1954-03-07,-2.7,-6.8,1.7
112,인천,1954-03-08,.7,-3.4,3.7
112,인천,1954-03-09,3,.6,6.5
112,인천,1954-03-10,4.6,-.1,9.3
112,인천,1954-03-11,5,-.2,10.6
112,인천,1954-03-12,-3.5,-5.9,.5
112,인천,1954-03-13,-2.7,-7,.6
112,인천,1954-03-14,1.8,-1.8,6.1
112,인천,1954-03-15,1.2,-2.5,5.9
112,인천,1954-03-16,1.9,-2.1,5.6
112,인천,1954-03-17,4.3,-.4,10
112,인천,1954-03-18,6.1,.7,10.4
112,인천,1954-03-19,1.7,-.3,7.9
112,인천,1954-03-20,.6,-1.5,3.1
112,인천,1954-03-21,1.7,-1.5,5.9
112,인천,1954-03-22,2.3,-1.3,6
112,인천,1954-03-23,3.7,-.1,8.2
112,인천,1954-03-24,4.3,2.3,10.1
112,인천,1954-03-25,9,2.4,14.7
112,인천,1954-03-26,11.5,6.2,16.4
112,인천,1954-03-27,8.8,6.3,12.8
112,인천,1954-03-28,7,2.9,11.6
112,인천,1954-03-29,4.3,.7,8.4
112,인천,1954-03-30,6,2.2,9.3
112,인천,1954-03-31,7.8,3.6,12
112,인천,1954-04-01,10.7,6.4,17.5
112,인천,1954-04-02,11,6.8,17.2
112,인천,1954-04-03,9.1,5,15.8
112,인천,1954-04-04,12,7.6,18.7
112,인천,1954-04-05,12.8,9.5,19.3
112,인천,1954-04-06,11.5,7.9,18.4
112,인천,1954-04-07,7.6,5.3,12
112,인천,1954-04-08,7.9,4.3,14.1
112,인천,1954-04-09,9,4.6,16.4
112,인천,1954-04-10,9.6,5.5,16.4
112,인천,1954-04-11,9.4,6.2,12.8
112,인천,1954-04-12,9.3,6.3,12.7
112,인천,1954-04-13,9.6,4.6,14.8
112,인천,1954-04-14,10.6,7.5,16.5
112,인천,1954-04-15,12.3,8.4,17.8
112,인천,1954-04-16,16.1,10.8,21.7
112,인천,1954-04-17,12.6,10.4,16.3
112,인천,1954-04-18,9.5,6.8,13.4
112,인천,1954-04-19,8.2,6,11.3
112,인천,1954-04-20,8.4,6.4,11.1
112,인천,1954-04-21,9,6.2,11.9
112,인천,1954-04-22,9.1,5.5,15.2
112,인천,1954-04-23,11.8,5.4,19.1
112,인천,1954-04-24,12,8.6,16.8
112,인천,1954-04-25,13,10.2,18.1
112,인천,1954-04-26,11.5,9,15.8
112,인천,1954-04-27,9,4.8,14.4
112,인천,1954-04-28,10.7,8.3,14.2
112,인천,1954-04-29,13.6,9.4,18.9
