ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC)
105,°­¸ª,1931-01-01,-.2,-2.8,2.5
105,°­¸ª,1931-01-02,4.1,-3.5,9.6
105,°­¸ª,1931-01-03,5.3,1.5,11.4
105,°­¸ª,1931-01-04,7.2,1,14.2
105,°­¸ª,1931-01-05,2.8,.5,8.2
105,°­¸ª,1931-01-06,.7,.4,2
105,°­¸ª,1931-01-07,.9,-.2,2.9
105,°­¸ª,1931-01-08,1,.2,2.7
105,°­¸ª,1931-01-09,-4.2,-8.8,.7
105,°­¸ª,1931-01-10,-16.1,-18.2,-8.3
105,°­¸ª,1931-01-11,-12.7,-19.1,-7.1
105,°­¸ª,1931-01-12,-5,-11.9,-1.5
105,°­¸ª,1931-01-13,-6.2,-8.8,-3.5
105,°­¸ª,1931-01-14,-3.7,-11.2,2
105,°­¸ª,1931-01-15,-3,-7.1,2.3
105,°­¸ª,1931-01-16,.4,-4.4,4.6
105,°­¸ª,1931-01-17,-2.2,-4.1,2
105,°­¸ª,1931-01-18,-1.1,-6.1,2.8
105,°­¸ª,1931-01-19,.3,-6.1,3.5
105,°­¸ª,1931-01-20,-4.5,-9.4,2.5
105,°­¸ª,1931-01-21,-4.9,-9.5,.7
105,°­¸ª,1931-01-22,0,-8.2,6.3
105,°­¸ª,1931-01-23,1.3,-2.2,4.3
105,°­¸ª,1931-01-24,.3,-4.6,6.4
105,°­¸ª,1931-01-25,1.9,-2.3,5.2
105,°­¸ª,1931-01-26,-3,-6.1,2.5
105,°­¸ª,1931-01-27,-4.7,-12.2,1.4
105,°­¸ª,1931-01-28,.6,-3.1,2.5
105,°­¸ª,1931-01-29,1.4,-1,5.4
105,°­¸ª,1931-01-30,0,-2.8,4.2
105,°­¸ª,1931-01-31,2.6,-6.9,11.4
105,°­¸ª,1931-02-01,3,-.9,11
105,°­¸ª,1931-02-02,1.5,-1.5,5.2
105,°­¸ª,1931-02-03,2,-1.8,6.3
105,°­¸ª,1931-02-04,.8,.5,1.7
105,°­¸ª,1931-02-05,-.3,-1.7,1.4
105,°­¸ª,1931-02-06,-1.9,-5.3,2.8
105,°­¸ª,1931-02-07,-10.1,-12.2,-4.8
105,°­¸ª,1931-02-08,-8.3,-14,-1
105,°­¸ª,1931-02-09,-4.4,-8.9,-.2
105,°­¸ª,1931-02-10,-5,-9.3,.4
105,°­¸ª,1931-02-11,-4.5,-12.3,0
105,°­¸ª,1931-02-12,-2.2,-8.2,4.8
105,°­¸ª,1931-02-13,1.1,-4.2,5.7
105,°­¸ª,1931-02-14,-.9,-2.5,1
105,°­¸ª,1931-02-15,.9,-1.9,4.5
105,°­¸ª,1931-02-16,-.9,-2.3,2
105,°­¸ª,1931-02-17,-2,-5.9,2.4
105,°­¸ª,1931-02-18,-1.2,-5.6,3.5
105,°­¸ª,1931-02-19,-.7,-4.6,3.9
105,°­¸ª,1931-02-20,.5,-3.3,6
105,°­¸ª,1931-02-21,.2,-2.6,3.7
105,°­¸ª,1931-02-22,.5,-2.6,3.4
105,°­¸ª,1931-02-23,.7,-3.7,5.2
105,°­¸ª,1931-02-24,-5,-8.6,-.8
105,°­¸ª,1931-02-25,-2.5,-9.2,3.1
105,°­¸ª,1931-02-26,-.2,-4.1,3.4
105,°­¸ª,1931-02-27,0,-6.6,5.9
105,°­¸ª,1931-02-28,-2.2,-5.1,3.3
105,°­¸ª,1931-03-01,-3.7,-9.2,1.5
105,°­¸ª,1931-03-02,.6,-5.5,7
105,°­¸ª,1931-03-03,4.7,-1.3,9.9
105,°­¸ª,1931-03-04,2.2,-.7,6.4
105,°­¸ª,1931-03-05,3.7,-4.4,9.8
105,°­¸ª,1931-03-06,5.9,2.9,9.4
105,°­¸ª,1931-03-07,-.4,-5.3,5.5
105,°­¸ª,1931-03-08,2.6,-6.7,8.4
105,°­¸ª,1931-03-09,3.3,-.1,10.6
105,°­¸ª,1931-03-10,7.4,-1.5,13
105,°­¸ª,1931-03-11,6.6,3.4,12
105,°­¸ª,1931-03-12,5.1,-1,11.2
105,°­¸ª,1931-03-13,5.1,2.3,10.8
105,°­¸ª,1931-03-14,5.1,-.8,10.9
105,°­¸ª,1931-03-15,8.1,5.4,14.3
105,°­¸ª,1931-03-16,7,2,12.2
105,°­¸ª,1931-03-17,4.3,1.2,10.4
105,°­¸ª,1931-03-18,2.1,-1.6,7.6
105,°­¸ª,1931-03-19,9.8,-.2,17
105,°­¸ª,1931-03-20,5.1,.5,10.4
105,°­¸ª,1931-03-21,8.5,-2.8,18.4
105,°­¸ª,1931-03-22,15.3,10.5,20
105,°­¸ª,1931-03-23,2.1,0,12.6
105,°­¸ª,1931-03-24,3.5,-2,8.5
105,°­¸ª,1931-03-25,8.7,2.6,13.5
105,°­¸ª,1931-03-26,3.5,1,9.2
105,°­¸ª,1931-03-27,5.3,-.6,11
105,°­¸ª,1931-03-28,8.7,3.4,15.2
105,°­¸ª,1931-03-29,12.5,5.5,17.5
105,°­¸ª,1931-03-30,13.8,10,21
105,°­¸ª,1931-03-31,6.3,1,11.2
105,°­¸ª,1931-04-01,9,1.4,16.5
105,°­¸ª,1931-04-02,8.8,6.1,15.8
105,°­¸ª,1931-04-03,13.4,4.5,19
105,°­¸ª,1931-04-04,11.2,7.6,17.4
105,°­¸ª,1931-04-05,2.8,0,8
105,°­¸ª,1931-04-06,3.1,.9,5.9
105,°­¸ª,1931-04-07,3.2,-.5,8
105,°­¸ª,1931-04-08,3.9,.1,10.3
105,°­¸ª,1931-04-09,12.8,.5,20
105,°­¸ª,1931-04-10,12.6,10.1,15.5
105,°­¸ª,1931-04-11,3.2,1,13.4
105,°­¸ª,1931-04-12,5.8,-.5,14.3
105,°­¸ª,1931-04-13,9.8,3.1,15.7
105,°­¸ª,1931-04-14,8.7,5.3,14.8
105,°­¸ª,1931-04-15,15.3,5.4,22.5
105,°­¸ª,1931-04-16,13.1,5.5,20.2
105,°­¸ª,1931-04-17,5.6,4.6,6.7
105,°­¸ª,1931-04-18,5.7,2,11.8
105,°­¸ª,1931-04-19,7.2,2,12.7
105,°­¸ª,1931-04-20,10.5,3.6,18.3
105,°­¸ª,1931-04-21,12.8,8.8,18.6
105,°­¸ª,1931-04-22,10.4,7.6,16.5
105,°­¸ª,1931-04-23,12.9,8.1,18.8
105,°­¸ª,1931-04-24,13.1,10.5,18
105,°­¸ª,1931-04-25,16.5,10.7,22.1
105,°­¸ª,1931-04-26,17.3,13.9,22.4
105,°­¸ª,1931-04-27,10.9,8.6,16.4
105,°­¸ª,1931-04-28,10.8,7.8,13.7
105,°­¸ª,1931-04-29,12.4,10,20.5
105,°­¸ª,1931-04-30,15.5,7.8,22
105,°­¸ª,1931-05-01,13.7,10.1,20.8
105,°­¸ª,1931-05-02,14.9,6.5,22.7
105,°­¸ª,1931-05-03,16.8,12.2,22.9
105,°­¸ª,1931-05-04,16.8,9.3,27
105,°­¸ª,1931-05-05,21.3,13.9,26.4
105,°­¸ª,1931-05-06,20.3,14.6,24.4
105,°­¸ª,1931-05-07,12.5,8.6,22.2
105,°­¸ª,1931-05-08,11.5,5.3,20.7
105,°­¸ª,1931-05-09,15.7,7.2,22.8
105,°­¸ª,1931-05-10,15.8,12.6,21.8
105,°­¸ª,1931-05-11,12.9,9.6,18.3
105,°­¸ª,1931-05-12,14.5,6.4,24.5
105,°­¸ª,1931-05-13,16,9.4,26.5
105,°­¸ª,1931-05-14,15.1,10.6,23
105,°­¸ª,1931-05-15,12.2,11.4,13.2
105,°­¸ª,1931-05-16,12.4,10,15.5
105,°­¸ª,1931-05-17,14.4,11.3,20.2
105,°­¸ª,1931-05-18,16.1,10.6,22
105,°­¸ª,1931-05-19,20.2,13.9,25.5
105,°­¸ª,1931-05-20,16.5,12.4,21
105,°­¸ª,1931-05-21,15.9,9.5,24
105,°­¸ª,1931-05-22,16.4,10.8,19.9
105,°­¸ª,1931-05-23,19.4,12.5,27.5
105,°­¸ª,1931-05-24,16.3,12.6,21.7
105,°­¸ª,1931-05-25,14.6,11.7,19
105,°­¸ª,1931-05-26,19.2,10.1,25
105,°­¸ª,1931-05-27,22.4,18.5,27.1
105,°­¸ª,1931-05-28,18.7,17.3,23.4
105,°­¸ª,1931-05-29,17,12.3,24.1
105,°­¸ª,1931-05-30,19.9,12,27.5
105,°­¸ª,1931-05-31,18.9,15.1,23.6
105,°­¸ª,1931-06-01,15.9,12.1,22.4
105,°­¸ª,1931-06-02,15.3,9.4,20.8
105,°­¸ª,1931-06-03,17.4,14.5,24.5
105,°­¸ª,1931-06-04,15.5,12.8,20.8
105,°­¸ª,1931-06-05,15.4,12.8,20
105,°­¸ª,1931-06-06,14.5,12.6,18.4
105,°­¸ª,1931-06-07,16.3,12.5,22.9
105,°­¸ª,1931-06-08,13.3,11.2,16.2
105,°­¸ª,1931-06-09,14.8,12,19.4
105,°­¸ª,1931-06-10,14,13,16
105,°­¸ª,1931-06-11,14.3,12.9,16.5
105,°­¸ª,1931-06-12,14.3,13,18.3
105,°­¸ª,1931-06-13,20.3,12.6,26.4
105,°­¸ª,1931-06-14,15,13,20.5
105,°­¸ª,1931-06-15,14.1,12.8,20
105,°­¸ª,1931-06-16,14.4,12.5,16.6
105,°­¸ª,1931-06-17,15.6,14,19.7
105,°­¸ª,1931-06-18,15.8,13.1,20.1
105,°­¸ª,1931-06-19,18.1,14.2,23.5
105,°­¸ª,1931-06-20,19.1,14.6,23.7
105,°­¸ª,1931-06-21,19.5,16.5,26
105,°­¸ª,1931-06-22,18,16.4,23.2
105,°­¸ª,1931-06-23,19.8,15.4,26.3
105,°­¸ª,1931-06-24,19.4,16.6,22.7
105,°­¸ª,1931-06-25,19.1,17.8,21.9
105,°­¸ª,1931-06-26,22.5,18.2,27.2
105,°­¸ª,1931-06-27,21.1,17.6,24.2
105,°­¸ª,1931-06-28,18.2,16.1,24.3
105,°­¸ª,1931-06-29,21.5,17.1,28.4
105,°­¸ª,1931-06-30,19.9,16.6,24.3
105,°­¸ª,1931-07-01,18.1,17.1,20
105,°­¸ª,1931-07-02,21.2,16.7,29
105,°­¸ª,1931-07-03,18.4,17.1,21.7
105,°­¸ª,1931-07-04,18,16,21
105,°­¸ª,1931-07-05,17.3,15.9,19.4
105,°­¸ª,1931-07-06,19,17.1,22
105,°­¸ª,1931-07-07,19.3,15.1,24
105,°­¸ª,1931-07-08,19.4,17.7,21.3
105,°­¸ª,1931-07-09,18.2,17.1,20.8
105,°­¸ª,1931-07-10,17.4,16.2,19
105,°­¸ª,1931-07-11,16.4,15.4,17.5
105,°­¸ª,1931-07-12,15.3,14.1,18.1
105,°­¸ª,1931-07-13,14.9,14.1,15.9
105,°­¸ª,1931-07-14,16.1,13.4,19
105,°­¸ª,1931-07-15,17.5,12.5,22.8
105,°­¸ª,1931-07-16,20,16.6,26.1
105,°­¸ª,1931-07-17,22.7,18.4,29
105,°­¸ª,1931-07-18,21.8,20.5,24
105,°­¸ª,1931-07-19,23.8,19.8,27.6
105,°­¸ª,1931-07-20,23.6,20.7,28
105,°­¸ª,1931-07-21,19,17.9,23.1
105,°­¸ª,1931-07-22,18.2,16.5,21.1
105,°­¸ª,1931-07-23,17.8,15.1,21.1
105,°­¸ª,1931-07-24,18.9,17.3,21.4
105,°­¸ª,1931-07-25,18.9,17.5,19.6
105,°­¸ª,1931-07-26,23.1,16.5,29.9
105,°­¸ª,1931-07-27,24.2,21.4,30.3
105,°­¸ª,1931-07-28,20.9,19,24.2
105,°­¸ª,1931-07-29,21.3,19,25
105,°­¸ª,1931-07-30,22.7,20.4,26
105,°­¸ª,1931-07-31,24.9,20.4,30.3
105,°­¸ª,1931-08-01,28.5,24,33.7
105,°­¸ª,1931-08-02,26.7,23.4,32.2
105,°­¸ª,1931-08-03,28.4,23.5,33
105,°­¸ª,1931-08-04,24.9,23.1,28
105,°­¸ª,1931-08-05,22.2,18.9,27.7
105,°­¸ª,1931-08-06,23.2,19.8,29.5
105,°­¸ª,1931-08-07,25.6,22,30.5
105,°­¸ª,1931-08-08,24.2,20.9,28.8
105,°­¸ª,1931-08-09,25.4,23.5,29.3
105,°­¸ª,1931-08-10,25.5,22.9,27.7
105,°­¸ª,1931-08-11,26.3,23.3,28.3
105,°­¸ª,1931-08-12,26.5,23.9,32
105,°­¸ª,1931-08-13,29.3,24.5,34.9
105,°­¸ª,1931-08-14,27.9,24.6,34.7
105,°­¸ª,1931-08-15,27.5,23.2,34.2
105,°­¸ª,1931-08-16,26.2,23,31.8
105,°­¸ª,1931-08-17,24.2,23.2,25.5
105,°­¸ª,1931-08-18,25.5,22.8,29.2
105,°­¸ª,1931-08-19,28,24,33
105,°­¸ª,1931-08-20,25.6,22.7,27.5
105,°­¸ª,1931-08-21,25.1,23,30.3
105,°­¸ª,1931-08-22,25,22.5,30.4
105,°­¸ª,1931-08-23,21.9,19.5,24.5
105,°­¸ª,1931-08-24,18.6,17.5,20
105,°­¸ª,1931-08-25,19.3,18,21
105,°­¸ª,1931-08-26,20.2,19,22
105,°­¸ª,1931-08-27,26.9,19.1,30.4
105,°­¸ª,1931-08-28,20.5,16.6,28.3
105,°­¸ª,1931-08-29,18.9,15.1,25.5
105,°­¸ª,1931-08-30,18.3,15.6,23.6
105,°­¸ª,1931-08-31,17.2,14.5,23.5
105,°­¸ª,1931-09-01,17.4,13.6,22.9
105,°­¸ª,1931-09-02,17.1,15.6,20.4
105,°­¸ª,1931-09-03,21.9,16.8,28.5
105,°­¸ª,1931-09-04,20.5,18.4,23
105,°­¸ª,1931-09-05,22.5,17,29.2
105,°­¸ª,1931-09-06,21,17.3,27.5
105,°­¸ª,1931-09-07,21.1,17.5,26.5
105,°­¸ª,1931-09-08,20,15.6,26.9
105,°­¸ª,1931-09-09,21.6,16.9,28.8
105,°­¸ª,1931-09-10,20.5,16.4,26.9
105,°­¸ª,1931-09-11,20.1,18.4,22.5
105,°­¸ª,1931-09-12,20.9,18.5,26.1
105,°­¸ª,1931-09-13,19.5,16.1,23
105,°­¸ª,1931-09-14,21.9,16.1,29
105,°­¸ª,1931-09-15,20.8,18.5,27
105,°­¸ª,1931-09-16,18.3,15.5,21.6
105,°­¸ª,1931-09-17,18.5,13.5,25.4
105,°­¸ª,1931-09-18,18.6,13.6,25.2
105,°­¸ª,1931-09-19,18.6,14.3,26.3
105,°­¸ª,1931-09-20,18.7,12.9,27
105,°­¸ª,1931-09-21,20,15.9,27.5
105,°­¸ª,1931-09-22,18.7,14,27
105,°­¸ª,1931-09-23,18.6,12.9,25.7
105,°­¸ª,1931-09-24,19.2,14.5,25.2
105,°­¸ª,1931-09-25,19.8,15.7,23.8
105,°­¸ª,1931-09-26,19.1,17.9,20.3
105,°­¸ª,1931-09-27,17.7,14,23.5
105,°­¸ª,1931-09-28,20.1,14.5,22
105,°­¸ª,1931-09-29,13.4,10.6,19.3
105,°­¸ª,1931-09-30,15.2,10,21
105,°­¸ª,1931-10-01,15.1,9.9,21.2
105,°­¸ª,1931-10-02,17.3,13.9,23.9
105,°­¸ª,1931-10-03,16.4,13.1,20.8
105,°­¸ª,1931-10-04,17.9,13.5,24.7
105,°­¸ª,1931-10-05,16.7,10.3,23.9
105,°­¸ª,1931-10-06,20.4,11.5,29.5
105,°­¸ª,1931-10-07,19.8,15.8,25
105,°­¸ª,1931-10-08,15.4,8.8,22.8
105,°­¸ª,1931-10-09,11.9,7,18.3
105,°­¸ª,1931-10-10,9.2,7.8,11.4
105,°­¸ª,1931-10-11,10.2,7.1,16.8
105,°­¸ª,1931-10-12,11.7,4.4,20.4
105,°­¸ª,1931-10-13,12.2,7.1,20.2
105,°­¸ª,1931-10-14,19.4,8.1,25.9
105,°­¸ª,1931-10-15,14.9,10.6,21.7
105,°­¸ª,1931-10-16,17.9,8,23
105,°­¸ª,1931-10-17,14.2,11.1,20
105,°­¸ª,1931-10-18,10.9,8.4,15.4
105,°­¸ª,1931-10-19,11,7,16.5
105,°­¸ª,1931-10-20,10.8,5.3,18.5
105,°­¸ª,1931-10-21,15.3,9.4,22.4
105,°­¸ª,1931-10-22,12.4,8.4,20.4
105,°­¸ª,1931-10-23,12.8,6.5,21.8
105,°­¸ª,1931-10-24,15,10.1,21.3
105,°­¸ª,1931-10-25,15,10.6,18.2
105,°­¸ª,1931-10-26,7.4,4.3,12.9
105,°­¸ª,1931-10-27,5.1,-1.3,11
105,°­¸ª,1931-10-28,6.6,.1,11.7
105,°­¸ª,1931-10-29,7.1,3.1,14.3
105,°­¸ª,1931-10-30,10.4,3.4,17.6
105,°­¸ª,1931-10-31,13.1,8.8,19.7
105,°­¸ª,1931-11-01,12.2,8.4,18.4
105,°­¸ª,1931-11-02,11.6,7.6,17.7
105,°­¸ª,1931-11-03,10.9,4.6,18
105,°­¸ª,1931-11-04,12.1,9.6,16
105,°­¸ª,1931-11-05,11.4,8.5,15.7
105,°­¸ª,1931-11-06,7.4,4.6,11.9
105,°­¸ª,1931-11-07,13.1,5.3,17.3
105,°­¸ª,1931-11-08,16.5,12.5,22.5
105,°­¸ª,1931-11-09,15.4,10.3,19.9
105,°­¸ª,1931-11-10,13,6.9,20.4
105,°­¸ª,1931-11-11,10.2,6.4,16
105,°­¸ª,1931-11-12,9.8,5.8,16.4
105,°­¸ª,1931-11-13,10.7,5.4,17.2
105,°­¸ª,1931-11-14,12.6,8.5,18.5
105,°­¸ª,1931-11-15,9.8,7.6,12
105,°­¸ª,1931-11-16,8,4.9,14.1
105,°­¸ª,1931-11-17,13.3,4.3,18.6
105,°­¸ª,1931-11-18,2.4,-.6,12.3
105,°­¸ª,1931-11-19,4,-1.5,8.7
105,°­¸ª,1931-11-20,5.6,2.4,11.4
105,°­¸ª,1931-11-21,6,1.2,12
105,°­¸ª,1931-11-22,7.7,4.5,13.6
105,°­¸ª,1931-11-23,8.6,2.6,18.2
105,°­¸ª,1931-11-24,7.6,4.9,9.3
105,°­¸ª,1931-11-25,11.6,6.5,16.8
105,°­¸ª,1931-11-26,3.3,2,9.8
105,°­¸ª,1931-11-27,5.1,2.2,9
105,°­¸ª,1931-11-28,5.3,3.9,10.5
105,°­¸ª,1931-11-29,5.4,1.3,9.3
105,°­¸ª,1931-11-30,7,.7,11.5
105,°­¸ª,1931-12-01,3.6,1.4,7.8
105,°­¸ª,1931-12-02,4.3,-1.5,11
105,°­¸ª,1931-12-03,3.4,.5,7.8
105,°­¸ª,1931-12-04,4.6,0,9.2
105,°­¸ª,1931-12-05,6.3,1.4,10
105,°­¸ª,1931-12-06,8.6,5.5,14
105,°­¸ª,1931-12-07,8,4.1,15.9
105,°­¸ª,1931-12-08,8.2,3.8,10.4
105,°­¸ª,1931-12-09,7,6.1,8
105,°­¸ª,1931-12-10,5.1,2.6,11
105,°­¸ª,1931-12-11,5.5,1.3,8.9
105,°­¸ª,1931-12-12,-2.9,-9.4,7.3
105,°­¸ª,1931-12-13,-7.4,-12.4,-3.9
105,°­¸ª,1931-12-14,2.8,-6.2,5.9
105,°­¸ª,1931-12-15,3.5,1,6.8
105,°­¸ª,1931-12-16,-2,-5.2,2
105,°­¸ª,1931-12-17,-.7,-7.5,3.3
105,°­¸ª,1931-12-18,-.7,-3.8,3.5
105,°­¸ª,1931-12-19,-1.4,-5.9,3.5
105,°­¸ª,1931-12-20,-.4,-4.2,5
105,°­¸ª,1931-12-21,3.1,-3.2,9.9
105,°­¸ª,1931-12-22,1.4,-1.8,6.6
105,°­¸ª,1931-12-23,.7,.4,1.5
105,°­¸ª,1931-12-24,.3,-.4,1.9
105,°­¸ª,1931-12-25,.4,-2.7,6.4
105,°­¸ª,1931-12-26,3.5,-6,10
105,°­¸ª,1931-12-27,3.9,.9,6.9
105,°­¸ª,1931-12-28,2.6,.9,4.8
105,°­¸ª,1931-12-29,1.6,-1.4,6.3
105,°­¸ª,1931-12-30,.2,-3.1,5.7
105,°­¸ª,1931-12-31,1.3,-2.6,5
105,°­¸ª,1932-01-01,.6,-.3,3
105,°­¸ª,1932-01-02,2.2,-.3,4.5
105,°­¸ª,1932-01-03,3.5,2,7.6
105,°­¸ª,1932-01-04,5.5,1.1,8.5
105,°­¸ª,1932-01-05,7.4,1.3,13.4
105,°­¸ª,1932-01-06,12.4,0,16.5
105,°­¸ª,1932-01-07,-1.3,-7.2,13.5
105,°­¸ª,1932-01-08,-5.7,-11.5,-.5
105,°­¸ª,1932-01-09,-3.1,-9.2,1.5
105,°­¸ª,1932-01-10,-.5,-5.6,5
105,°­¸ª,1932-01-11,5.1,-1.3,10.3
105,°­¸ª,1932-01-12,3.3,-1,10.9
105,°­¸ª,1932-01-13,-1.1,-4.2,2.2
105,°­¸ª,1932-01-14,3,-1.6,6.5
105,°­¸ª,1932-01-15,3,.1,6.9
105,°­¸ª,1932-01-16,-.5,-2.2,1.4
105,°­¸ª,1932-01-17,-2.2,-5.9,3.5
105,°­¸ª,1932-01-18,-2.1,-5.1,1.9
105,°­¸ª,1932-01-19,-.4,-5.3,6
105,°­¸ª,1932-01-20,2.2,-2.3,7.7
105,°­¸ª,1932-01-21,4.8,.7,8.5
105,°­¸ª,1932-01-22,5.1,2.3,9.7
105,°­¸ª,1932-01-23,3.1,-.6,8.5
105,°­¸ª,1932-01-24,4.8,-2.1,10.9
105,°­¸ª,1932-01-25,5,1.7,11
105,°­¸ª,1932-01-26,3.7,-.1,8.8
105,°­¸ª,1932-01-27,1.9,-1,8
105,°­¸ª,1932-01-28,3.5,-1.4,8.4
105,°­¸ª,1932-01-29,3.6,.3,9.3
105,°­¸ª,1932-01-30,3.7,-.1,9.3
105,°­¸ª,1932-01-31,3,1.5,4.4
105,°­¸ª,1932-02-01,2.3,.8,3.6
105,°­¸ª,1932-02-02,2.6,.6,5.3
105,°­¸ª,1932-02-03,1.1,-2.7,5.4
105,°­¸ª,1932-02-04,-.7,-2,3.4
105,°­¸ª,1932-02-05,-2.3,-4.9,1
105,°­¸ª,1932-02-06,-1.3,-6.2,6.4
105,°­¸ª,1932-02-07,.6,-4,6.3
105,°­¸ª,1932-02-08,.6,-.5,2.5
105,°­¸ª,1932-02-09,.4,-.9,2
105,°­¸ª,1932-02-10,-.7,-2,1
105,°­¸ª,1932-02-11,1.8,-5.3,8.7
105,°­¸ª,1932-02-12,4.5,0,9.5
105,°­¸ª,1932-02-13,3.7,-.2,8.5
105,°­¸ª,1932-02-14,2.3,-.8,8
105,°­¸ª,1932-02-15,2.6,-2,8.7
105,°­¸ª,1932-02-16,-6.3,-9.7,3.2
105,°­¸ª,1932-02-17,-8.2,-12.2,-3.4
105,°­¸ª,1932-02-18,-5.1,-10,1.3
105,°­¸ª,1932-02-19,-2.9,-7.7,2.4
105,°­¸ª,1932-02-20,-2.6,-5.8,2.5
105,°­¸ª,1932-02-21,-2,-7.3,2.9
105,°­¸ª,1932-02-22,-.4,-2.3,1.7
105,°­¸ª,1932-02-23,-1.9,-2.9,1.1
105,°­¸ª,1932-02-24,-1.3,-5.8,2.7
105,°­¸ª,1932-02-25,-1.1,-2.1,.7
105,°­¸ª,1932-02-26,-2.8,-4.7,.2
105,°­¸ª,1932-02-27,-4.8,-7.8,-1
105,°­¸ª,1932-02-28,-3.9,-8.3,.7
105,°­¸ª,1932-02-29,-.7,-5.5,3.3
105,°­¸ª,1932-03-01,4.2,-.7,8.4
105,°­¸ª,1932-03-02,3.1,0,7.8
105,°­¸ª,1932-03-03,1.2,-2.6,5.9
105,°­¸ª,1932-03-04,7.1,.7,11.5
105,°­¸ª,1932-03-05,10.4,6.2,15.3
105,°­¸ª,1932-03-06,3.7,2.2,11.9
105,°­¸ª,1932-03-07,2.5,-1.5,6.7
105,°­¸ª,1932-03-08,2.6,-1.1,9
105,°­¸ª,1932-03-09,.9,-4.1,6.7
105,°­¸ª,1932-03-10,5.2,.4,13.3
105,°­¸ª,1932-03-11,4.2,-1,8.5
105,°­¸ª,1932-03-12,5.5,2.4,15
105,°­¸ª,1932-03-13,.5,-1.8,4.9
105,°­¸ª,1932-03-14,-.3,-3.8,3.3
105,°­¸ª,1932-03-15,-1.8,-5.6,2.5
105,°­¸ª,1932-03-16,-1.7,-5,3.3
105,°­¸ª,1932-03-17,-.2,-4.3,4.3
105,°­¸ª,1932-03-18,3.5,-.8,9.5
105,°­¸ª,1932-03-19,1.2,-1,4.7
105,°­¸ª,1932-03-20,1,-4.4,6.8
105,°­¸ª,1932-03-21,1.3,-1,7.3
105,°­¸ª,1932-03-22,3.5,-2,8.4
105,°­¸ª,1932-03-23,2.1,.5,4.9
105,°­¸ª,1932-03-24,2.9,.2,7.4
105,°­¸ª,1932-03-25,7.3,-.7,12.4
105,°­¸ª,1932-03-26,14.4,1.7,20
105,°­¸ª,1932-03-27,4.4,.5,15.9
105,°­¸ª,1932-03-28,2.3,-.5,8
105,°­¸ª,1932-03-29,2.8,-.8,8.2
105,°­¸ª,1932-03-30,1.7,-1.2,7.5
105,°­¸ª,1932-03-31,6,-1.1,12.5
105,°­¸ª,1932-04-01,12.1,5.7,17.1
105,°­¸ª,1932-04-02,16.2,12.1,20.8
105,°­¸ª,1932-04-03,8.6,5.8,15.7
105,°­¸ª,1932-04-04,7.1,5.1,10.7
105,°­¸ª,1932-04-05,4.8,3,9.4
105,°­¸ª,1932-04-06,7.5,3.6,12.7
105,°­¸ª,1932-04-07,11.8,7.4,17.7
105,°­¸ª,1932-04-08,12.8,8.1,18.2
105,°­¸ª,1932-04-09,11.7,9.1,17.2
105,°­¸ª,1932-04-10,5.9,1,12
105,°­¸ª,1932-04-11,10.4,3.3,16.5
105,°­¸ª,1932-04-12,13.4,8.8,18.2
105,°­¸ª,1932-04-13,9.9,5.3,16.5
105,°­¸ª,1932-04-14,12.4,7.2,18.7
105,°­¸ª,1932-04-15,10.9,8.3,17.4
105,°­¸ª,1932-04-16,8.6,4.4,15.1
105,°­¸ª,1932-04-17,12.1,3.9,20.5
105,°­¸ª,1932-04-18,9.8,6.6,16
105,°­¸ª,1932-04-19,10.7,7,16
105,°­¸ª,1932-04-20,7.6,5.1,13.4
105,°­¸ª,1932-04-21,11.3,4.1,18
105,°­¸ª,1932-04-22,11.9,7.7,16.7
105,°­¸ª,1932-04-23,12,9.1,16.8
105,°­¸ª,1932-04-24,12.3,9,19.1
105,°­¸ª,1932-04-25,9.6,2.4,15.3
105,°­¸ª,1932-04-26,15.9,10.3,21.5
105,°­¸ª,1932-04-27,15.8,13.1,21.5
105,°­¸ª,1932-04-28,11.1,7.6,15.4
105,°­¸ª,1932-04-29,18.6,7.1,24.8
105,°­¸ª,1932-04-30,15.7,11.6,20.2
105,°­¸ª,1932-05-01,17.9,13.9,25
105,°­¸ª,1932-05-02,15.2,10.9,24.2
105,°­¸ª,1932-05-03,11.3,9.1,16.5
105,°­¸ª,1932-05-04,9.4,8.4,11.3
105,°­¸ª,1932-05-05,10,8,13.8
105,°­¸ª,1932-05-06,9.5,7.3,15.2
105,°­¸ª,1932-05-07,11.2,3.1,19.1
105,°­¸ª,1932-05-08,15.9,9.9,21.5
105,°­¸ª,1932-05-09,18.3,11.7,26.3
105,°­¸ª,1932-05-10,15.1,10.6,20.4
105,°­¸ª,1932-05-11,14.2,7.5,23
105,°­¸ª,1932-05-12,12.3,10.1,17
105,°­¸ª,1932-05-13,21.5,10.4,27.5
105,°­¸ª,1932-05-14,17.1,13.1,22.7
105,°­¸ª,1932-05-15,11.9,9.8,18.7
105,°­¸ª,1932-05-16,11.4,8.6,15
105,°­¸ª,1932-05-17,15.3,10.8,26
105,°­¸ª,1932-05-18,17.2,9.5,25.7
105,°­¸ª,1932-05-19,20.5,13.8,28
105,°­¸ª,1932-05-20,25.3,17.9,30.9
